,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
2025-07-09,1530.586937987722,1544.8301010282516,1504.0927774643353,1512.9573974609375,8870660,1425.2030375827696,1427.683895203639,1415.6765685457565,1420.93603515625,8827347
2025-07-10,1513.654605815878,1518.6347158851345,1501.5031858807802,1511.16455078125,10047129,1425.7985078190466,1427.981614021397,1411.2109926594833,1413.1956787109375,7795964
2025-07-11,1505.9852937598653,1508.9733598189127,1484.3716645666439,1489.2520751953125,7234991,1411.111783317687,1417.0658414751456,1403.7684206963636,1411.0125732421875,7158015
2025-07-14,1486.263916129696,1494.0329360309418,1473.2160528053016,1477.7977294921875,10311846,1413.9896019530586,1413.9896019530586,1405.2569348701418,1412.1041259765625,5846154
2025-07-15,1480.2878335086834,1490.5469086437597,1476.503022895967,1479.4910888671875,8132454,1410.218682168871,1422.8215115677394,1408.134785993891,1419.844482421875,6041457
2025-07-16,1467.1403332858122,1485.068728397248,1465.6463003598592,1479.690185546875,10409983,1415.081187967311,1418.25663727007,1408.2339967016344,1415.4781494140625,5649093
2025-07-17,1481.4830970988435,1483.674296790977,1468.0368005528198,1470.52685546875,11854613,1410.1194736013367,1412.3025798563917,1398.7075285299677,1407.8370361328125,12927394
2025-07-18,1478.8934598804974,1478.8934598804974,1463.2558421043927,1470.12841796875,10296318,1404.9592604817603,1418.0581395587762,1397.7151081655259,1414.8826904296875,11297246
2025-07-21,1459.1722169809668,1470.128458883213,1417.4388712363768,1422.9169921875,22442744,1436.9126621837045,1456.4617708047458,1425.9968891975022,1454.576416015625,13867136
2025-07-22,1421.721828538219,1426.2039275426996,1405.0881881707605,1407.179931640625,20396320,1462.8128219007424,1470.6523559877205,1458.4464883845856,1462.316650390625,8930165
2025-07-23,1420.3273163904719,1420.3273163904719,1408.7734859597779,1418.932861328125,8354596,1471.5454755170424,1478.5910866693491,1461.3242940475627,1477.2017822265625,11974174
2025-07-24,1413.554298653669,1417.3392306864348,1390.4466381154343,1397.3192138671875,14740507,1476.3086281822896,1477.3009711792895,1466.782159638216,1472.0416259765625,6700578
2025-07-25,1393.3351272649268,1395.4267490386208,1378.593953801798,1386.1636962890625,11854722,1488.5144734435703,1488.5144734435703,1462.31659448384,1465.789794921875,8696077
2025-07-28,1386.7614543919697,1402.199795115413,1379.490445288333,1382.080078125,7748361,1465.7898930637602,1482.3620946590604,1465.7898930637602,1477.00341796875,7507479
2025-07-29,1377.4984422704579,1414.550412474214,1377.4984422704579,1411.4627685546875,10750072,1468.5685019046516,1478.3927223132807,1464.1029581857863,1474.8201904296875,9776027
2025-07-30,1412.458776601272,1417.6381639620695,1395.7256799199,1404.4906005859375,7209849,1476.308661728485,1477.1025845983731,1465.9883912336757,1471.04931640625,7238625
2025-07-31,1382.5780559389787,1397.0203743336986,1376.7015020683227,1384.669677734375,17065827,1458.6450618514623,1483.0566764606926,1452.7902136757805,1470.0570068359375,12406146
2025-08-01,1381.3828853186424,1400.3073026227253,1378.7932525308158,1388.15576171875,10321171,1469.0645758820863,1473.7285394467383,1458.5457644921182,1460.3319091796875,4416771
2025-08-04,1389.5502251510159,1410.466686507784,1386.1637261382157,1405.885009765625,6312820,1465.492177404952,1467.4768633867377,1450.1108610461113,1451.9962158203125,6140054
2025-08-05,1405.38696851784,1405.38696851784,1382.5780415934858,1386.1636962890625,9315972,1441.8743352750153,1450.3092505192255,1429.96621963613,1433.3402099609375,14799343
2025-08-06,1386.3630773472378,1390.3471654369864,1377.797312271222,1387.259521484375,5834312,1431.2564134495642,1442.866778550362,1430.561700640964,1432.54638671875,7805252
2025-08-07,1382.1796145349972,1388.1557462486337,1360.5659868045632,1383.8729248046875,9976705,1430.0655302659995,1436.8135113901221,1418.1574137897542,1429.271728515625,7432535
2025-08-08,1379.4904158119157,1391.6418351007062,1359.569976594415,1362.35888671875,8793606,1434.8288259088201,1436.5157606227415,1421.0352334242946,1424.9053955078125,5415511
2025-08-11,1364.5501609316866,1382.4785572067015,1355.7851185633474,1380.6856689453125,9997486,1416.9666396615337,1427.3862414978396,1409.5240669213151,1425.5999755859375,8492484
2025-08-12,1376.4028464986861,1396.3232867936674,1369.7294260490362,1374.9088134765625,12244664,1431.0,1433.800048828125,1420.0999755859375,1422.0,5913947
2025-08-13,1382.4785186353236,1386.2634508216695,1372.0202877666845,1377.0999755859375,7457021,1424.5999755859375,1427.699951171875,1415.199951171875,1420.800048828125,9009465
2025-08-14,1377.300048828125,1380.699951171875,1370.0999755859375,1373.800048828125,7126128,1412.0,1431.0999755859375,1412.0,1427.300048828125,7577793
2025-08-18,1390.0,1394.9000244140625,1377.0,1381.699951171875,11785109,1450.0,1452.4000244140625,1431.0,1434.5999755859375,6908844
2025-08-19,1390.0,1421.0,1389.0999755859375,1420.0999755859375,14384719,1431.0999755859375,1438.5,1426.300048828125,1436.300048828125,6709554
2025-08-20,1413.0,1424.9000244140625,1410.0,1413.0,8725641,1432.5999755859375,1435.9000244140625,1423.0,1430.5999755859375,5817858
2025-08-21,1425.0,1431.9000244140625,1420.300048828125,1424.800048828125,11021323,1440.0999755859375,1447.800048828125,1436.4000244140625,1446.0,6238645
2025-08-22,1420.0,1423.4000244140625,1407.9000244140625,1409.199951171875,5818868,1444.300048828125,1446.0,1429.4000244140625,1436.4000244140625,6657207
2025-08-25,1414.699951171875,1419.5,1405.699951171875,1412.5999755859375,5979407,1435.9000244140625,1435.9000244140625,1424.0,1433.199951171875,6738427
2025-08-26,1408.0,1410.0,1381.5999755859375,1384.9000244140625,12145259,1427.9000244140625,1427.9000244140625,1413.0999755859375,1416.5999755859375,8720155
2025-08-28,1389.9000244140625,1392.199951171875,1366.5,1385.9000244140625,13161813,1408.0,1411.800048828125,1396.300048828125,1399.0999755859375,12990789
2025-08-29,1381.0999755859375,1403.5,1350.0,1357.199951171875,18758842,1392.0999755859375,1405.0,1392.0999755859375,1397.800048828125,8519507
2025-09-01,1356.0,1363.199951171875,1340.5999755859375,1353.9000244140625,11232238,1398.0999755859375,1412.4000244140625,1398.0999755859375,1411.0,4927348
2025-09-02,1354.800048828125,1384.5,1354.5,1366.5,11517006,1413.9000244140625,1413.9000244140625,1390.0,1394.199951171875,7163073
2025-09-03,1369.699951171875,1376.5,1360.5,1372.5999755859375,7847563,1389.0,1400.0,1384.199951171875,1397.0,9813382
2025-09-04,1371.800048828125,1374.0,1357.0999755859375,1359.300048828125,13223177,1409.9000244140625,1415.0999755859375,1401.9000244140625,1405.5,10564859
2025-09-05,1363.0,1381.0,1359.300048828125,1375.0,5777575,1411.0,1411.5,1387.699951171875,1402.800048828125,6621077
2025-09-08,1380.0,1386.0,1372.4000244140625,1378.5,6986720,1402.199951171875,1410.5999755859375,1397.5999755859375,1402.699951171875,5880943
2025-09-09,1376.5999755859375,1381.199951171875,1368.699951171875,1376.199951171875,9754452,1399.0,1407.5,1395.199951171875,1403.699951171875,6470679
2025-09-10,1383.9000244140625,1388.5,1374.0999755859375,1377.0,7790815,1410.0,1413.699951171875,1402.0999755859375,1403.9000244140625,7452347
2025-09-11,1376.0,1385.5,1375.0,1383.300048828125,9766072,1398.0,1408.0,1396.0,1401.5999755859375,10192026
2025-09-12,1383.300048828125,1396.300048828125,1380.5,1395.0,7403368,1405.0999755859375,1419.699951171875,1400.0999755859375,1417.699951171875,7770038
2025-09-15,1393.0,1400.800048828125,1388.5999755859375,1399.300048828125,5396697,1422.0,1426.800048828125,1416.300048828125,1419.4000244140625,5845637
2025-09-16,1404.699951171875,1408.0,1398.199951171875,1405.300048828125,8686961,1414.0,1424.9000244140625,1413.699951171875,1421.5999755859375,8213151
2025-09-17,1407.0,1416.199951171875,1406.9000244140625,1413.800048828125,7519417,1420.0999755859375,1426.0999755859375,1416.4000244140625,1419.199951171875,7484283
2025-09-18,1420.4000244140625,1422.0,1410.699951171875,1415.0,9332642,1431.0999755859375,1432.800048828125,1415.300048828125,1421.699951171875,8130537
2025-09-19,1414.9000244140625,1417.0,1403.5999755859375,1407.4000244140625,13461373,1416.0999755859375,1418.0,1400.199951171875,1402.199951171875,13457344
2025-09-22,1403.9000244140625,1410.699951171875,1388.0,1390.5999755859375,7757970,1403.9000244140625,1409.9000244140625,1397.199951171875,1401.5,8847948
2025-09-23,1391.0,1395.0,1376.800048828125,1389.800048828125,14014702,1391.0,1403.300048828125,1391.0,1394.300048828125,12827524
2025-09-24,1385.300048828125,1396.0,1380.4000244140625,1383.0,5922759,1386.4000244140625,1390.9000244140625,1376.5,1382.699951171875,9735678
2025-09-25,1381.300048828125,1384.5,1369.0,1372.4000244140625,11411143,1377.0,1391.5,1371.800048828125,1375.800048828125,21613389
2025-09-26,1372.0,1382.699951171875,1366.0,1377.5999755859375,9879109,1368.0,1372.699951171875,1357.0,1359.5999755859375,18342280
2025-09-29,1381.5999755859375,1389.0,1368.0,1372.800048828125,14231999,1359.5999755859375,1366.5,1346.199951171875,1348.0999755859375,20563163
2025-09-30,1377.0999755859375,1377.0999755859375,1362.800048828125,1364.0,14604684,1353.699951171875,1356.5999755859375,1342.5999755859375,1348.0,20166871
2025-10-01,1367.0,1378.5999755859375,1362.699951171875,1368.699951171875,12045916,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632
2025-10-03,1363.199951171875,1371.5999755859375,1356.9000244140625,1363.4000244140625,12842347,1371.9000244140625,1371.9000244140625,1361.300048828125,1365.199951171875,12163695
2025-10-06,1360.0,1377.4000244140625,1359.0,1375.0,12396580,1371.0,1372.5999755859375,1359.0999755859375,1363.4000244140625,14314283
2025-10-07,1376.0,1395.9000244140625,1375.9000244140625,1384.800048828125,11244040,1363.5999755859375,1383.0999755859375,1363.5999755859375,1375.9000244140625,16126464
2025-10-08,1384.800048828125,1389.0,1364.5,1367.4000244140625,8525081,1372.300048828125,1381.5999755859375,1364.300048828125,1370.300048828125,8100832
2025-10-09,1374.0,1380.0,1369.0999755859375,1377.800048828125,8826633,1369.800048828125,1378.699951171875,1365.0999755859375,1376.199951171875,7909575
2025-10-10,1377.800048828125,1388.0,1375.0999755859375,1381.699951171875,6373084,1370.300048828125,1385.0,1370.300048828125,1380.300048828125,7673816
2025-10-13,1376.9000244140625,1377.699951171875,1367.800048828125,1375.0,7600682,1373.0999755859375,1386.4000244140625,1373.0999755859375,1379.4000244140625,8923018
2025-10-14,1380.0,1388.0,1370.0999755859375,1375.9000244140625,9768174,1389.0,1389.0,1375.0999755859375,1384.0999755859375,10610855
2025-10-15,1383.0,1384.0,1372.699951171875,1374.300048828125,10882743,1386.5,1400.4000244140625,1385.5,1398.4000244140625,8988550
2025-10-16,1375.0999755859375,1400.5,1375.0,1398.300048828125,12315932,1401.0,1418.9000244140625,1399.4000244140625,1417.300048828125,12185032
2025-10-17,1401.0,1423.300048828125,1399.0999755859375,1416.800048828125,19335561,1412.0,1439.5999755859375,1410.9000244140625,1436.5999755859375,17037215
2025-10-20,1440.0,1473.800048828125,1433.300048828125,1466.800048828125,24721978,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227
2025-10-21,1468.0,1474.0,1460.0,1465.199951171875,2066169,1384.5,1387.5999755859375,1375.9000244140625,1382.0,3415560
2025-10-23,1475.0,1482.9000244140625,1444.5999755859375,1448.4000244140625,18707090,1385.0,1389.800048828125,1360.0999755859375,1363.699951171875,21124942
2025-10-24,1450.0,1459.800048828125,1441.0,1451.5999755859375,9700837,1368.0999755859375,1381.5999755859375,1368.0999755859375,1377.699951171875,10570263
2025-10-27,1463.0,1485.0,1458.0,1484.0999755859375,14113867,1382.0999755859375,1386.800048828125,1374.0,1377.5999755859375,11499836
2025-10-28,1484.0999755859375,1492.0,1477.5999755859375,1486.9000244140625,17631577,1373.0,1375.800048828125,1356.199951171875,1363.0999755859375,26477914
2025-10-29,1490.0,1508.300048828125,1488.0999755859375,1504.199951171875,11884745,1364.5999755859375,1371.699951171875,1358.4000244140625,1370.4000244140625,16129382
2025-10-30,1500.0,1503.0999755859375,1484.0,1488.5,9318663,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401
2025-10-31,1490.4000244140625,1497.5,1482.300048828125,1486.4000244140625,8758053,1357.0,1362.0,1343.300048828125,1345.300048828125,15926798
2025-11-03,1486.0,1495.0,1479.300048828125,1484.699951171875,8452085,1340.5,1351.5999755859375,1337.9000244140625,1346.4000244140625,11071450
2025-11-04,1483.9000244140625,1492.800048828125,1470.0999755859375,1473.0999755859375,10007806,1342.5999755859375,1349.800048828125,1333.199951171875,1336.9000244140625,15211183
2025-11-06,1484.0,1501.5999755859375,1476.199951171875,1496.0999755859375,16772678,1330.0,1342.199951171875,1317.4000244140625,1320.4000244140625,24221853
2025-11-07,1494.5999755859375,1498.4000244140625,1475.9000244140625,1478.0,7821765,1320.4000244140625,1344.300048828125,1318.5999755859375,1343.0,7719245
2025-11-10,1477.9000244140625,1501.0,1475.5,1489.300048828125,7068438,1342.9000244140625,1349.5999755859375,1341.0,1348.0,8542340
2025-11-11,1497.0,1498.800048828125,1480.199951171875,1493.4000244140625,7127506,1349.0,1360.4000244140625,1346.199951171875,1358.300048828125,8305184
2025-11-12,1505.0,1524.699951171875,1500.0,1511.5,12384459,1370.0,1370.0,1355.4000244140625,1358.9000244140625,9736761
2025-11-13,1515.0,1522.0999755859375,1506.800048828125,1510.9000244140625,7196443,1358.9000244140625,1390.4000244140625,1358.5,1385.9000244140625,18296626
2025-11-14,1505.5,1520.9000244140625,1505.5,1518.9000244140625,7682823,1374.0,1381.199951171875,1363.199951171875,1373.0,9694498
2025-11-17,1520.9000244140625,1523.699951171875,1511.5,1518.300048828125,5871416,1375.0999755859375,1382.5,1373.5999755859375,1379.0,7660717
2025-11-18,1521.699951171875,1527.800048828125,1510.5,1519.4000244140625,11045042,1380.199951171875,1382.800048828125,1369.0999755859375,1373.4000244140625,9529560
2025-11-19,1517.4000244140625,1522.300048828125,1512.0,1518.9000244140625,5692366,1373.5,1384.0,1371.5999755859375,1383.0999755859375,10393918
2025-11-20,1530.0,1550.9000244140625,1526.699951171875,1549.0999755859375,18171724,1380.0999755859375,1388.300048828125,1375.4000244140625,1383.0,10131863
2025-11-21,1541.0,1557.800048828125,1540.0999755859375,1546.5999755859375,9615271,1373.0,1376.0,1364.5999755859375,1369.5,11483595
2025-11-24,1550.0,1550.0,1531.800048828125,1535.9000244140625,18433951,1373.300048828125,1377.0,1361.5,1368.4000244140625,15896003
2025-11-25,1535.9000244140625,1559.5999755859375,1525.0999755859375,1539.699951171875,15033482,1365.0,1376.9000244140625,1354.300048828125,1357.800048828125,12235000
2025-11-26,1542.300048828125,1571.5999755859375,1540.5,1569.9000244140625,14054299,1360.0,1377.0,1359.9000244140625,1375.0,9659004
2025-11-27,1575.0,1575.5,1556.0,1563.4000244140625,9794643,1379.0,1394.0,1375.699951171875,1392.199951171875,15158741
2025-11-28,1568.0,1581.300048828125,1563.0,1567.5,8959508,1392.0,1398.5,1385.5999755859375,1388.800048828125,7683986
2025-12-01,1575.0,1577.5,1563.5999755859375,1566.0999755859375,8920233,1394.0,1400.0,1385.4000244140625,1390.0999755859375,8867593
2025-12-02,1561.0999755859375,1567.5,1542.0,1546.300048828125,11389150,1381.800048828125,1381.800048828125,1370.5999755859375,1373.0,12126396
2025-12-03,1545.199951171875,1552.4000244140625,1533.0,1538.800048828125,6090883,1367.0,1394.199951171875,1367.0,1391.5,7955933
2025-12-04,1536.0,1560.5,1517.5999755859375,1535.5999755859375,11867930,1387.0,1391.5999755859375,1379.9000244140625,1386.699951171875,7373909
2025-12-05,1530.4000244140625,1545.800048828125,1520.5999755859375,1540.5999755859375,10183266,1381.0,1395.300048828125,1381.0,1392.5,4942638
2025-12-08,1539.199951171875,1551.0,1535.0,1543.0,11301491,1387.0,1394.9000244140625,1383.300048828125,1389.5999755859375,7826227
2025-12-09,1540.300048828125,1542.5,1520.0999755859375,1529.4000244140625,11503971,1379.9000244140625,1384.300048828125,1373.4000244140625,1375.199951171875,10492030
2025-12-10,1534.0,1547.5,1531.4000244140625,1536.9000244140625,7991629,1377.9000244140625,1379.4000244140625,1357.9000244140625,1363.5999755859375,8725381
2025-12-11,1536.9000244140625,1550.0,1524.0,1545.0,4706197,1363.699951171875,1366.5999755859375,1352.800048828125,1360.0,6734750
2025-12-12,1550.800048828125,1559.800048828125,1546.0999755859375,1556.5,5106655,1368.0,1370.699951171875,1363.300048828125,1366.0,3890885
2025-12-15,1551.199951171875,1558.5999755859375,1546.5,1556.199951171875,5774543,1356.0999755859375,1370.0,1356.0999755859375,1365.199951171875,5342530
2025-12-16,1545.0,1551.699951171875,1538.800048828125,1542.300048828125,11731856,1364.0,1368.699951171875,1355.5,1366.0,12359741
2025-12-17,1550.0,1550.0,1539.300048828125,1544.4000244140625,7116649,1365.0,1365.0,1343.0999755859375,1352.4000244140625,9440391
2025-12-18,1535.199951171875,1551.5,1535.199951171875,1544.4000244140625,6580829,1346.300048828125,1369.5,1345.5,1356.800048828125,7314573
2025-12-19,1554.4000244140625,1574.199951171875,1551.0,1565.0999755859375,13937275,1354.0,1360.4000244140625,1350.800048828125,1354.0999755859375,14318512
2025-12-22,1573.5,1577.5,1565.300048828125,1575.4000244140625,10184852,1358.0,1371.300048828125,1354.800048828125,1368.5,9375294
2025-12-23,1580.9000244140625,1580.9000244140625,1568.0999755859375,1570.699951171875,7506564,1361.0999755859375,1365.0,1357.0,1363.0,9105467
2025-12-24,1572.699951171875,1575.699951171875,1553.5999755859375,1558.199951171875,8815745,1363.800048828125,1368.199951171875,1357.5999755859375,1359.800048828125,8955140
2025-12-26,1554.699951171875,1561.0,1554.300048828125,1559.199951171875,2311495,1356.5,1362.0,1348.5,1350.4000244140625,2812144
2025-12-29,1554.9000244140625,1558.0999755859375,1543.5999755859375,1545.5999755859375,5972105,1352.0999755859375,1355.699951171875,1341.5,1343.300048828125,6057201
2025-12-30,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815884,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18621277
2025-12-31,1541.0,1577.0,1541.0,1570.4000244140625,5771830,1342.800048828125,1350.0,1339.5,1342.9000244140625,6150634
2026-01-01,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6408128,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4179311
2026-01-02,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6602230,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8226205
2026-01-05,1593.0,1611.800048828125,1575.300048828125,1578.0999755859375,8704973,1354.199951171875,1375.5,1352.5999755859375,1371.5,6920565
2026-01-06,1569.0,1569.0,1496.300048828125,1507.5999755859375,27417125,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416
2026-01-07,1510.0,1520.0,1498.0,1504.199951171875,11199340,1408.0,1429.9000244140625,1404.199951171875,1427.699951171875,15813795
2026-01-08,1500.0,1503.9000244140625,1468.800048828125,1470.5999755859375,16518684,1429.0,1442.199951171875,1423.300048828125,1435.0,14861699
2026-01-09,1465.0,1479.9000244140625,1465.0,1475.300048828125,8335311,1427.0999755859375,1429.5,1401.5,1404.300048828125,12555636
2026-01-12,1475.300048828125,1485.300048828125,1451.0,1483.199951171875,8883745,1399.9000244140625,1424.300048828125,1391.699951171875,1413.0999755859375,10923811
2026-01-13,1485.0,1485.800048828125,1444.699951171875,1452.800048828125,13499760,1420.0,1441.800048828125,1411.0999755859375,1437.0,14295581
2026-01-14,1444.0,1467.0,1440.199951171875,1458.800048828125,8321764,1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,13832255
2026-01-15,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0
2026-01-16,1458.800048828125,1480.0,1455.0999755859375,1457.9000244140625,17167161,1417.9000244140625,1429.0,1400.199951171875,1410.800048828125,12530886
2026-01-19,1450.5999755859375,1450.5999755859375,1403.300048828125,1413.5999755859375,20392765,1399.9000244140625,1400.0,1360.0,1380.5999755859375,23302883
2026-01-20,1410.699951171875,1416.0,1390.0,1394.0,13189498,1374.699951171875,1387.800048828125,1371.5,1375.800048828125,15012785
2026-01-21,1389.5,1412.9000244140625,1373.0,1404.5999755859375,17352720,1367.5,1371.5,1339.5,1349.0,21766068
2026-01-22,1410.0999755859375,1419.5,1395.0,1402.5,15721693,1355.0999755859375,1358.0,1338.0,1345.5,17179765
2026-01-23,1401.800048828125,1407.0,1381.0,1386.0999755859375,9837802,1340.5,1355.199951171875,1335.699951171875,1343.4000244140625,14056524
2026-01-27,1380.0,1391.5999755859375,1368.0,1380.5,26302396,1340.0,1369.0999755859375,1328.5999755859375,1361.4000244140625,25263634
2026-01-28,1385.0,1409.9000244140625,1384.9000244140625,1396.699951171875,11121657,1362.5999755859375,1380.4000244140625,1362.5999755859375,1367.699951171875,13242696
2026-01-29,1402.9000244140625,1402.9000244140625,1384.0,1391.0,20846683,1359.0,1387.699951171875,1354.4000244140625,1383.5999755859375,23118234
2026-01-30,1382.5999755859375,1398.0,1378.5,1395.4000244140625,11239835,1368.199951171875,1381.9000244140625,1353.199951171875,1355.0,24013717
2026-02-01,1382.5999755859375,1411.0,1335.0,1347.0,9709839,1368.199951171875,1365.9000244140625,1328.800048828125,1334.199951171875,4968773
