,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2024-09-16,480.20089978594154,481.2247797226006,474.4299374611518,475.7330627441406,7821668,1471.6723576050656,1475.0090069946318,1458.9232273463058,1465.4969482421875,5481774
2024-09-17,475.68650794774527,478.0135131474731,471.21864144436574,472.6148681640625,10889862,1468.1364260685732,1471.5975781970765,1460.790763828237,1466.4432373046875,5935328
2024-09-18,472.7079419349947,476.94308433487333,470.1482421053882,472.2425231933594,5638729,1464.1522884024148,1476.10455198121,1454.7399294679985,1457.6282958984375,8574714
2024-09-19,474.7091530835231,479.1770196230398,472.38214786497383,473.08026123046875,14461616,1460.4171894563083,1470.6264144806405,1449.7598031867433,1463.82861328125,16955902
2024-09-20,476.5707542994241,481.5505606528095,472.8475519650138,478.8046875,24725118,1468.136427109257,1489.0528890965668,1465.5218693608433,1480.0140380859375,30897320
2024-09-23,479.7820558718561,483.50525851039043,478.0600919826822,481.1782531738281,8105508,1485.0687739665293,1495.5270047691104,1483.026880271187,1487.434326171875,8832314
2024-09-24,481.22477807872787,481.96941266651345,478.57200629730727,479.59588623046875,7015487,1482.5786761041754,1494.530939532627,1481.9561623839436,1483.4501953125,17137444
2024-09-25,479.8285876329136,483.3656462246209,476.85001973985106,481.7367248535156,8802667,1477.9970102640052,1490.5468626388433,1474.3116560624171,1488.0069580078125,7069002
2024-09-26,481.82979240141503,487.50771228617066,481.2247804832943,486.576904296875,16086557,1484.7202013028073,1498.017070530802,1482.1305684499498,1491.9910888671875,18818998
2024-09-27,484.2498800632578,491.92897929887965,484.2498800632578,486.53033447265625,17916386,1493.0369361114394,1527.3747692811157,1486.0647823070499,1520.1038818359375,20597478
2024-09-30,484.5756816249072,488.06618957500433,478.47892301876533,482.29522705078125,10936940,1513.3558880158446,1518.9086621673466,1468.5348969230117,1470.701171875,27008814
2024-10-01,482.2952288952036,483.78449813302376,478.4324036223028,480.48016357421875,5285319,1474.7599230273088,1482.0308103038055,1457.0057588364782,1458.997802734375,16431642
2024-10-03,473.3595144685611,480.0147341646593,472.94064644228075,477.2688903808594,16481353,1430.8602791168494,1443.634334423912,1396.4975195620746,1401.3780517578125,37757294
2024-10-04,474.70916243329543,481.5505850504167,466.8438893596582,468.70550537109375,18930962,1398.34020617394,1411.711728297617,1376.2782950115372,1381.0093994140625,37072876
2024-10-07,471.9167568584212,479.31664050572476,471.68406223740055,474.89532470703125,17114457,1387.9566419173104,1390.9447078848398,1355.9594355150189,1365.272216796875,22181340
2024-10-08,474.70916262824323,477.08271861882434,470.9859601036691,472.801025390625,9868331,1367.513224520688,1395.4267642320656,1359.669551595401,1391.791259765625,17020808
2024-10-09,474.52300307966124,474.52300307966124,456.6050454275096,457.67547607421875,24874940,1391.9656892391695,1395.4019165531051,1367.0402140253339,1369.1318359375,14310610
2024-10-10,461.07292157165,461.35216692010636,455.58117505154325,458.00128173828125,13292273,1374.5352199766685,1380.4864268287754,1363.9774115920343,1365.595947265625,22358646
2024-10-11,458.88553006277044,459.76978731576037,453.6730289927351,454.41766357421875,14949380,1364.5501018082973,1377.7723178051706,1363.3797273571677,1366.6417236328125,7980122
2024-10-14,457.0239270306357,464.4703615554793,454.83654444829324,462.56219482421875,6970606,1373.962442591221,1374.5849563155427,1362.8070452852592,1367.0650634765625,12221432
2024-10-15,463.5395431890202,464.84266846423816,460.2817300009753,464.0514831542969,8347216,1353.1207855156183,1366.243302159234,1335.3666207605413,1338.678466796875,33762794
2024-10-16,461.67793639321064,464.3307377203826,458.28050046536174,459.0716857910156,6939430,1334.6695151768993,1358.5740438069333,1332.3039628645522,1348.6884765625,20034438
2024-10-17,460.7471349200635,460.7471349200635,454.2315378220923,455.0692443847656,7669729,1360.2671814831224,1363.0062419523483,1346.6715786036464,1351.0291748046875,15543660
2024-10-18,454.92962162837006,457.5358722670346,445.295833910263,453.021484375,22616838,1346.796043723323,1362.9814005892638,1335.9891081789099,1353.8927001953125,12082452
2024-10-21,453.0214708169555,453.85920685423713,444.3184618732703,450.1825256347656,7680088,1361.686598848784,1368.5342502099143,1352.3239675798945,1363.7532958984375,14067408
2024-10-22,450.1825341028487,454.6038499942979,447.52973276804886,448.4605407714844,12772970,1363.7532474009167,1370.5262455038624,1334.8935348257999,1338.006103515625,15831960
2024-10-23,447.7159128151993,449.85674470503926,446.3197155392319,447.11090087890625,10553961,1332.1793705575924,1352.0748848775756,1329.689315659354,1333.2003173828125,17214742
2024-10-24,448.6466834538993,449.0190007298163,437.4770471770943,439.0594177246094,13596626,1329.9633130042932,1338.3547254831988,1317.8616212723593,1334.4703369140625,22155934
2024-10-25,442.8756969116362,459.3509061803578,441.38642779120835,448.9259338378906,32154050,1338.1555171764887,1339.002111534351,1316.7410448137834,1322.5677490234375,18597496
2024-10-28,448.6001588146549,452.27684006531985,443.0618910761679,450.6479187011719,8946214,1331.6813526124565,1347.6177038778262,1316.8406011796387,1329.0418701171875,10824350
2024-10-29,451.4390938460629,455.34846963211504,447.9951367963455,454.1849670410156,7131161,1322.8167478889227,1337.856655249044,1315.0478495098762,1334.66943359375,12008361
2024-10-30,454.184973007894,459.11822877893854,452.83529700456427,457.5358581542969,6640080,1329.6893351932274,1344.62966480214,1320.0776988278842,1338.553955078125,11984423
2024-10-31,457.9547336726039,458.8855416729211,451.1598618201317,454.9761657714844,8111694,1334.6694245700712,1337.6574904459744,1320.8745447599274,1326.7510986328125,9331650
2024-11-01,457.0239381563187,458.04781813468816,455.4415674625382,456.37237548828125,1517892,1327.7471304089104,1336.6116286385318,1327.6972806767253,1333.3248291015625,2127335
2024-11-04,459.30436247116853,459.30436247116853,446.3662114156426,451.0667724609375,8754385,1332.5280301195805,1334.6695017714562,1279.9878687625326,1296.9700927734375,19796890
2024-11-05,449.5309522164633,451.48564009009533,443.94613393463237,446.97125244140625,7610046,1287.8564249120313,1304.3406373759979,1281.0336986406933,1300.1075439453125,16267479
2024-11-06,446.9712534416916,450.8806291977046,444.9234936170633,447.8089599609375,11749720,1304.7888451117578,1323.0160966964434,1295.0277806900112,1320.0777587890625,21625209
2024-11-07,448.4140231856805,449.29828047118207,443.1549711985074,444.8304138183594,9267980,1318.7331565363688,1318.7331565363688,1297.4182609581876,1300.4561767578125,9611974
2024-11-08,444.83037855513163,447.43662897936747,441.7587389122067,444.9700012207031,6325023,1292.4879180085577,1296.4720058402277,1269.9279963447846,1278.6431884765625,19814406
2024-11-11,444.9700163904902,448.18127880846396,441.2933647379613,443.9461364746094,5700343,1273.8622221377802,1280.884225507143,1261.9598084895413,1267.6370849609375,9056552
2024-11-12,444.5511987476186,444.8769653271345,438.54751214101316,440.1298828125,5236095,1270.4759075040322,1284.1712099692156,1262.4578817905294,1269.1810302734375,10671091
2024-11-13,437.5236321065983,441.8518465898786,435.84818948406627,439.52484130859375,11548660,1265.196886863478,1270.3761523895544,1244.5294313213271,1247.0693359375,14633633
2024-11-14,438.5940712100893,440.22296313830753,430.2633791633469,433.70733642578125,12087836,1248.613186761178,1267.537605244334,1246.1231316976048,1262.5574951171875,12612633
2024-11-18,433.7538681362016,435.42931071742356,430.03066567791126,434.26580810546875,8448573,1262.55746761959,1267.8364328732807,1238.951794764919,1255.7347412109375,13620611
2024-11-19,435.6155089819328,440.96760360254876,433.9865875323155,435.0104675292969,7121472,1255.734688515481,1276.4021442257297,1230.236550606767,1236.710693359375,14183746
2024-11-21,429.09984555266027,431.9387906655465,423.88734455857747,425.5162658691406,20313155,1236.7107220331202,1239.0014996478671,1212.407761281373,1218.1348876953125,19433843
2024-11-22,424.631975165262,443.5272615925996,423.98041254708403,441.8052978515625,20214206,1224.509420421979,1263.8024380613526,1217.586994857739,1260.3662109375,20471957
2024-11-25,445.85427840836786,448.83284624094614,439.7109988473268,443.8065185546875,14427013,1284.868314871977,1299.260783408558,1277.3483005192684,1281.8802490234375,28923341
2024-11-26,446.7851008259381,449.25172877480986,441.29338372266824,443.9927062988281,6791715,1289.7986377983043,1292.687125909721,1279.0914013187908,1290.545654296875,9247557
2024-11-27,444.4580764325498,446.878183051745,440.2694848220805,443.9461364746094,7339184,1288.3543972122054,1298.6632001168684,1280.8842325588682,1288.0555419921875,9572746
2024-11-28,443.99271290031436,450.322166155722,437.9890262279885,442.03802490234375,14967609,1284.818474176107,1291.442044503892,1264.0017125526565,1265.7447509765625,15027412
2024-11-29,440.4556457729167,445.7612189514994,439.897155069963,443.760009765625,8668142,1274.9081506356404,1294.3305794929802,1270.177046170391,1287.0595703125,13202307
2024-12-02,443.061911581005,446.1335515529355,440.6418342849228,444.1788635253906,5689595,1282.876370557777,1306.133460567327,1271.9699779978703,1303.9422607421875,11024152
2024-12-03,433.75385818828863,440.641801753041,430.72873966665543,439.8506164550781,23073942,1311.7609017834461,1321.5219654799555,1301.8006823317874,1318.035888671875,16869482
2024-12-04,441.5726121335174,445.10964113217466,434.1261778472117,434.7777404785156,13957078,1320.7251432865569,1323.1156203515295,1298.8625094957517,1303.742919921875,19608540
2024-12-05,435.1966056549393,440.0367598846573,430.49604459546777,435.1500549316406,27432375,1309.1214514378748,1324.6593698468237,1300.9541199209712,1316.7908935546875,16858723
2024-12-06,437.4770547274369,442.0845437835551,435.33622297900996,438.5474853515625,7842234,1318.6334884089777,1318.6334884089777,1304.7887589399247,1306.3326416015625,9037514
2024-12-09,438.8732783278562,439.3386970836674,430.9149332516241,432.7765197753906,12154116,1297.8166732313093,1309.7689372979064,1287.9560310594236,1289.9979248046875,14650002
2024-12-10,433.14884089608387,434.1727207984002,430.5891116404687,433.2419128417969,9163636,1284.121290398709,1289.7488386952925,1275.107243177966,1279.73876953125,16043729
2024-12-11,434.8708208734233,435.801628864771,432.543815644967,433.0557556152344,7005617,1279.8882324099652,1284.8683422637005,1270.9738844056644,1273.115234375,11724373
2024-12-12,433.28847754716475,435.5223813153135,427.37786305689633,428.7275390625,13380617,1264.9479526569407,1273.1152845047754,1255.5853214463157,1257.876220703125,20906813
2024-12-13,428.1690601754377,441.5726306530016,420.39685899742756,437.4770812988281,32976794,1254.9877622795104,1270.1272485556606,1234.6688884780408,1267.78662109375,28630222
2024-12-16,437.7097825910721,441.572637375938,435.6155014062847,437.5701599121094,9354160,1269.9280595585296,1275.904191603511,1261.511722229068,1263.2547607421875,9486781
2024-12-17,437.47709558325016,442.8757409311339,431.0080195112737,437.0582275390625,20608409,1256.033537225462,1258.8721754853295,1237.8561365143116,1240.34619140625,17462791
2024-12-18,439.99023417228676,441.0141140758129,434.59155981753815,437.9424743652344,12841386,1235.714673937889,1254.9378248920182,1235.714673937889,1248.2645263671875,12670179
2024-12-19,436.5462626049631,441.52606912403894,433.10230549351394,434.26580810546875,15161531,1234.0712121990753,1239.947766097918,1224.1109925687356,1225.55517578125,14244653
2024-12-20,434.21927834206105,435.1035651496871,427.51750769365964,432.497314453125,20231570,1219.1309339507777,1234.5692750261348,1196.7204388413884,1200.50537109375,20312896
2024-12-23,438.5940686151742,444.6442765268234,435.2431538258243,441.4330139160156,19562956,1210.1667348774333,1222.3181546925216,1208.3738466363206,1217.437744140625,10052824
2024-12-24,442.0380117336406,447.01778878263576,439.94370111964736,445.34234619140625,12009880,1217.4377030050357,1228.6429501715868,1216.1428258096823,1217.8858642578125,6734917
2024-12-26,447.2970215629146,448.50707487251225,443.06187922906,443.9461364746094,9188830,1219.3798917928577,1222.8161189414398,1209.4196721335327,1211.7105712890625,10016178
2024-12-27,446.55242536015504,448.55366414032335,443.06191730157735,445.48199462890625,16906420,1213.4536884394554,1223.0154756156849,1212.1588111658666,1216.1927490234375,7000397
2024-12-30,447.48321420762863,448.1347768639311,443.0618982898495,443.9927062988281,13578360,1211.5611874241417,1218.3340640862093,1203.294156174512,1205.8837890625,8818766
2024-12-31,445.34234180784205,451.1133336206923,441.7122113126057,450.1825256347656,13787501,1203.1945530395503,1214.2503727116298,1201.3519366916562,1210.6148681640625,6405475
2025-01-01,452.36992927745524,453.1611146274063,448.786349339299,450.4617919921875,18931186,1210.0172807004092,1221.4218053468785,1206.7802092584152,1216.391845703125,5892590
2025-01-02,451.7649051388864,456.09311958375633,448.92595990090587,455.2088623046875,27131131,1216.3918076943417,1239.4994683243335,1215.1467802555553,1236.860107421875,15486276
2025-01-03,456.3258002607226,457.02391361750296,446.645462212376,448.2743835449219,38500784,1238.9518139936486,1257.0296379589822,1230.5852047154665,1246.1729736328125,15521102
2025-01-06,440.4058897359901,446.35078327762176,426.53445180563205,427.88775634765625,22009958,1248.961727102304,1256.9797527645217,1210.1667191829588,1213.15478515625,14816766
2025-01-07,430.6427208727847,432.6726924603659,425.4711357210362,426.38946533203125,14294780,1217.1388288273843,1239.5493228115217,1216.3918123612464,1235.913818359375,10070505
2025-01-08,428.2260697173429,436.97424286310576,422.5228390228783,434.5576171875,13482926,1244.0314575822304,1265.9937909556584,1240.395953024955,1260.4658203125,19346579
2025-01-09,434.4126274415429,445.2874430291975,431.17434312214294,435.08929443359375,19732649,1261.9598138402198,1264.6988742096441,1243.0852464738894,1249.758544921875,12794704
2025-01-10,434.94431534989513,436.92593666981674,427.74275879733165,430.0627136230469,9145729,1248.8621307808614,1251.750618829338,1231.0831628192257,1236.959716796875,8120332
2025-01-13,420.4928844446885,429.19273722630277,420.4928844446885,424.4078063964844,17799607,1225.1070543419412,1240.2963897717905,1221.5213994754447,1234.9178466796875,13764861
2025-01-14,426.29277561702855,426.77610075945154,421.3145325500375,422.0395202636719,18048459,1239.1509590647415,1248.3641626627486,1222.3680125031533,1233.822265625,13095266
2025-01-15,422.0395386220168,427.066102621971,420.8312257133989,422.7645263671875,9786805,1239.9974688456068,1251.9995818882041,1236.90982514039,1247.2186279296875,9578856
2025-01-16,423.4411141911693,424.79444808982385,416.72291290775513,418.41455078125,15774070,1253.8920943102864,1269.9280238633037,1246.3223515830243,1261.4119873046875,14117603
2025-01-17,418.5595763145332,427.0660870817343,418.0762511686735,425.51947021484375,11270061,1316.9900509904955,1320.7251333812799,1279.888232575373,1297.169189453125,29366277
2025-01-20,424.35947781685184,426.48612025732217,421.4595269433882,423.10284423828125,8742771,1310.764916385877,1310.764916385877,1295.0775703121099,1300.2568359375,14040244
2025-01-21,423.39282913963933,432.09268179319355,420.7345408288311,422.95782470703125,15686500,1305.2868371165837,1307.776892128252,1265.1471016946018,1268.6331787109375,14562976
2025-01-22,425.2294579278358,427.2111087280882,421.99117354679964,422.4261779785156,9619648,1273.2149526536994,1277.7966294698952,1263.6530443254642,1272.0196533203125,10273590
2025-01-23,420.49287689797217,427.1144372962157,419.6228975353898,425.51947021484375,8888248,1264.9478840486133,1272.2686211078578,1256.581275301743,1258.6231689453125,8720682
2025-01-24,424.74612978757085,430.15937728937985,424.40779628749044,426.8727722167969,9665384,1260.9638702056575,1267.9360243063209,1238.5533748820974,1241.34228515625,14235970
2025-01-27,426.09942801772166,430.15937095928996,421.9911643624925,425.42279052734375,10480203,1234.1708090151494,1235.515414368934,1215.1468135462453,1224.4595947265625,9536019
2025-01-28,425.32613404915026,427.06609279760266,420.00955737353587,420.9278869628906,20813072,1233.0752790316255,1239.7984277662488,1213.6528493538253,1229.4896240234375,10568025
2025-01-29,421.4111847122362,422.90948078709505,415.7562748977468,418.89788818359375,15158510,1231.0832160878692,1237.8063647194172,1223.1648896668228,1230.585205078125,5928156
2025-01-30,418.55960015677164,423.3928518906835,417.0613039191899,421.65289306640625,22496695,1230.635044492625,1251.9996679975989,1227.497550840604,1248.0654296875,9269259
2025-01-31,421.94286574038716,433.2526863127406,420.5895611889515,432.5760192871094,13546181,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612
2025-02-01,433.05930484973186,455.775585349662,424.8910985721678,447.1240539550781,30393007,1260.0673469134033,1265.495739501575,1236.0632421918099,1259.5693359375,7118453
2025-02-03,446.59243971426656,449.68573248191484,437.21591998094135,439.19757080078125,16991730,1246.0235355947286,1251.003645649064,1232.6270881824535,1240.94384765625,9252345
2025-02-04,442.7258148273928,444.9974488165376,433.78430000828064,439.9708557128906,18923681,1243.0852829885687,1283.6731787459128,1241.6409781641657,1280.08740234375,16691069
2025-02-05,439.9708671159242,440.64753410889205,431.6093481304944,433.2043151855469,12836283,1277.5476050956522,1285.366353249074,1271.6212014188793,1273.115234375,10112028
2025-02-06,434.9926473462472,434.9926473462472,423.5861852824319,426.38946533203125,17469129,1268.6331564996678,1282.8763195509282,1265.2965071593937,1276.4520263671875,9956001
2025-02-07,425.32610601162634,430.64268233677166,414.1129573168095,416.48126220703125,18875982,1271.073491533156,1278.5933846345008,1256.979756005846,1261.6610107421875,8764283
2025-02-10,412.7596610777305,418.84954591665235,412.2763359476629,412.9530029296875,12227140,1259.469777897567,1261.461821832557,1240.5952102474196,1248.6629638671875,6970972
2025-02-11,414.4996202235818,416.1912581807673,403.5764840713996,404.34979248046875,14288751,1259.5196705337273,1259.5196705337273,1225.2066396338644,1229.937744140625,8859714
2025-02-12,405.6753937562897,406.3136281355489,400.2258148708563,402.48419189453125,13884574,1214.5989377224967,1222.0193743195214,1188.6027887286011,1211.7105712890625,21131654
2025-02-13,402.5333188714483,406.46095206462076,401.60049400188456,402.287841796875,12989029,1212.2086229517822,1223.1150152108587,1207.1786632211406,1211.2623291015625,8511216
2025-02-14,404.30071268308313,408.6702162817502,401.01131412778494,402.8278503417969,14124236,1214.1507532507958,1219.1308629852126,1200.6546072366423,1212.40771484375,10298145
2025-02-17,402.3860051226291,403.95706437920165,399.39119682530554,401.2077331542969,11975265,1206.2821918357026,1222.6169765728448,1199.7084711054922,1220.02734375,8166683
2025-02-18,400.6185827614127,403.4170273840887,396.69094959708514,397.9183349609375,12998403,1219.9775298877432,1225.0074896525716,1211.2623373341316,1220.525390625,6673250
2025-02-19,397.4764566403701,401.40408972956527,397.1818961448654,399.0475158691406,7079032,1214.6488125132394,1227.8461038341088,1212.706618273488,1222.567138671875,6217338
2025-02-20,392.71423117033765,396.5927509227199,389.03207509597695,394.7762145996094,15355585,1219.0810452834291,1234.4198079853766,1217.1388510698625,1228.0950927734375,7795582
2025-02-21,394.7761916445472,395.9544935060131,391.9777771631228,393.6470031738281,8240986,1223.8121434284387,1235.0672403005465,1217.2882724889691,1223.264404296875,6904025
2025-02-24,392.7633170048975,396.10179920634647,391.53593163925717,394.6289367675781,7037625,1211.7105497558396,1218.3838481751116,1205.68456833515,1209.718505859375,7172498
2025-02-25,394.7271291352976,399.63667054245303,393.25426671315097,397.52557373046875,15760891,1206.1826029932777,1216.1428226711741,1196.7203942992758,1199.21044921875,11552182
2025-02-27,397.525552328783,399.1456949128277,392.2723373128528,394.3343505859375,19051003,1207.975493883109,1210.166693583284,1195.8738026303336,1202.298095703125,11509215
2025-02-28,391.7813927759098,395.218071659909,385.1044286446103,387.853759765625,31954776,1197.218393771922,1212.5073065135477,1188.5530513693543,1195.325927734375,23007298
2025-03-03,388.7865980194929,391.78140630708367,384.12253365869424,390.25946044921875,10702826,1199.2104168056296,1201.6506219268736,1151.4013636439433,1166.5906982421875,17944938
2025-03-04,388.2465194896839,390.01397233458835,385.7426654162302,387.70648193359375,13404774,1157.576687742468,1169.3297956512124,1154.9373267832577,1157.2779541015625,11377373
2025-03-05,387.3628037989018,405.2826293231856,387.3628037989018,397.721923828125,15665018,1156.3815647449799,1178.2940491759787,1152.3974766666165,1170.9234619140625,8664095
2025-03-06,401.747764542559,402.28783207284374,393.3033473882626,398.3601989746094,17869996,1192.2383549047067,1209.1208794668382,1180.4355183146993,1204.7882080078125,14468014
2025-03-07,396.2490690334906,398.50747602613745,394.432562712498,396.5927429199219,11180761,1211.1627762331514,1249.8084792402678,1207.178688153437,1244.828369140625,16474965
2025-03-10,393.7943018882363,399.489387865199,393.1560675022779,397.6728515625,9785018,1240.0473535020744,1252.9956391209716,1230.4855669004469,1233.4736328125,11931051
2025-03-11,394.23615458392493,401.01131538193874,393.94159410093084,398.85113525390625,11099475,1235.0672477916657,1244.5294565449083,1224.858022557904,1242.3382568359375,10089838
2025-03-12,399.0475152195476,405.8226762942879,396.69094136295917,404.93896484375,13844306,1252.995610693361,1257.9757204337955,1239.0513034201438,1252.0494384765625,11977555
2025-03-13,405.5281006874954,406.90276622215737,400.8149531499511,404.59527587890625,8196569,1255.0376050433522,1259.1212710412995,1238.901975238559,1242.9359130859375,9505270
2025-03-17,405.5281132753817,408.719315135297,399.63666368784595,400.5694885253906,5257805,1237.208673957254,1252.3980085038181,1228.1946267891797,1233.9217529296875,16640917
2025-03-18,402.5823808619056,404.4971139277993,400.37308730839516,401.69866943359375,13861897,1233.9217529296875,1233.9217529296875,1233.9217529296875,1233.9217529296875,0
2025-03-19,402.5823921632704,403.31882336844717,395.3162769319527,395.75811767578125,12830387,1236.113132982547,1248.2645525643281,1233.8720835165427,1242.1888427734375,16162399
2025-03-20,397.6728373693795,399.2929799729773,394.62891583099076,396.641845703125,16994037,1246.8700894970418,1267.9359786597456,1245.0773228865291,1264.101318359375,15971477
2025-03-21,398.60567790903195,400.12762375553666,394.4325677226245,398.212890625,25302035,1269.927977701306,1275.9041093610767,1265.0474458622177,1271.2725830078125,21780769
2025-03-24,399.6366587789359,405.38082804931764,398.2619932184889,403.4660949707031,14362572,1285.86434660882,1300.8046759652354,1279.141198398433,1296.920166015625,20299319
2025-03-25,404.5461964506968,407.73739824308706,401.3059112323006,402.385986328125,20338110,1302.497915186312,1302.497915186312,1277.4977874103538,1280.33642578125,13713899
2025-03-26,402.8769581468943,403.76069957751406,398.90024157095667,399.9803466796875,13891436,1285.8643858858131,1288.6532960847499,1263.7028966635362,1267.98583984375,12074747
2025-03-27,400.6185794021223,403.2697437519979,398.3110889443362,402.0423583984375,18642328,1273.0655062272906,1279.8882324099652,1266.242780044616,1273.115234375,15028056
2025-03-28,403.46610258111434,408.08108344123156,400.7658548357284,402.3369140625,12981873,1274.9081198538831,1290.5954658598978,1263.9518781988888,1270.027587890625,18147129
2025-04-01,402.38600438126315,406.90278849853894,398.2620075515041,399.2929992675781,15206240,1259.5693287834792,1272.8164693011493,1244.330265958221,1247.6170654296875,12099648
2025-04-02,399.685750106513,402.5823914949175,398.7038418345742,401.6495666503906,8001323,1242.5873186806543,1250.5554948342144,1238.9518139936486,1246.1729736328125,10142590
2025-04-03,399.68573475414075,402.7787696643111,399.34209084453187,401.99322509765625,7059566,1228.145018441354,1246.8204315907722,1228.145018441354,1243.732666015625,7434366
2025-04-04,400.12763155444486,405.3317335492131,397.1819066595655,402.287841796875,18627592,1236.1628160172713,1240.4954871764826,1188.4036122186155,1199.9075927734375,17908652
2025-04-07,383.09149195819776,400.71675676567065,383.09149195819776,398.7038269042969,26762866,1127.6960086529814,1166.590714623955,1110.415052053189,1161.062744140625,22156106
2025-04-08,404.4480082967242,408.2774445365288,399.88214085828554,405.08624267578125,18600796,1167.3378163352843,1191.8399338970503,1158.6724733291408,1177.4971923828125,19555040
2025-04-09,405.52811678460984,411.4686498505965,403.8097773067089,408.7684020996094,21785572,1164.8477193030515,1185.0670143686195,1163.3536863154889,1180.6346435546875,10223104
2025-04-11,412.40145511407445,414.8071422550909,409.4557304346882,413.92340087890625,8939356,1190.3957018139643,1217.786306450343,1190.3957018139643,1214.1009521484375,11224242
2025-04-15,421.4350305010776,421.4350305010776,411.4195544215754,412.7942199707031,11685880,1246.0235343416643,1246.0235343416643,1232.1788040875913,1235.1668701171875,13378535
2025-04-16,410.4376454249374,418.3419947920321,410.4376454249374,416.7709655761719,13034594,1229.1907298200806,1235.9637280756608,1224.1110419207541,1234.3701171875,8248464
2025-04-17,417.3110006565654,420.10944512464874,413.92340525328643,419.5202941894531,22410217,1235.266450081142,1275.1073305428426,1222.7165970526498,1269.4300537109375,15398401
2025-04-21,420.3058257121206,421.336847381582,413.87433848811077,415.1999206542969,27388236,1264.947875835223,1295.7249783909904,1261.9598099867933,1290.346435546875,10429964
2025-04-22,418.24383985184426,426.9337040743589,415.88723603001415,425.75543212890625,32031936,1294.8286411452223,1298.713151385602,1281.1831879455033,1286.0635986328125,13051707
2025-04-23,428.3083909152653,429.53577622856506,421.0913592799704,423.05517578125,19566317,1291.840547250601,1300.8047453425481,1280.286716249035,1294.82861328125,10480888
2025-04-24,424.0370755980093,428.16107218939527,421.53319162940176,422.2696228027344,26064089,1287.2588872304611,1299.3107293954529,1285.1672652984741,1296.4222412109375,10468940
2025-04-25,422.2696267928269,424.87170760222523,415.6417461702055,420.0603332519531,22944377,1298.3146947064158,1319.928323767296,1282.9759313802824,1295.22705078125,14431012
2025-04-28,418.9311396302756,422.71149230249586,417.06551998951244,421.042236328125,6287095,1334.669497851195,1369.1318351951852,1314.9482133535364,1363.35498046875,31104496
2025-04-29,421.14043560056143,421.82778335059663,417.31099948077133,418.29290771484375,11189930,1365.5461749701867,1405.2874774645995,1364.5501529607263,1394.1319580078125,32538970
2025-04-30,419.6675863161336,421.5332060258665,414.3652876801437,418.0965270996094,10026546,1396.4228227174156,1406.7814756764847,1363.5540972183608,1399.410888671875,25480745
2025-05-02,416.42728530446215,423.69340019536935,416.42728530446215,421.7295837402344,9263372,1408.3751233126775,1421.024554216323,1403.4945911426703,1414.152099609375,13007841
2025-05-05,422.4660329307672,430.56677615372786,421.5823214813549,429.0448303222656,11525305,1425.3074680112338,1433.773654928142,1421.2238021682567,1425.6063232421875,12685649
2025-05-06,429.5848686129065,431.69596540271175,425.16628139288804,427.6701354980469,15026568,1425.3074785225756,1426.3035005201455,1404.9886054552057,1415.2476806640625,14084117
