,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-02-10,3905.045086746592,3916.644230568612,3880.2520112210996,3902.096923828125,1339511,404.28679271835745,410.2516682663297,403.8133889798114,404.4761657714844,12227140,1247.5735745348811,1255.3138984101563,1239.7837061908433,1252.9322509765625,5740361
2025-02-11,3884.1667849836185,3905.045339609273,3822.8847322165034,3831.149169921875,1810908,405.9910391677168,407.64795227119043,395.2921261144242,396.049560546875,14288751,1246.2339539700604,1252.188012073483,1238.8410469458931,1243.15771484375,6586627
2025-02-12,3838.446649169052,3887.404606196338,3808.5303361658844,3818.1962890625,1678002,397.34792371808146,397.97305679084684,392.01021063862936,394.22222900390625,13884574,1247.5735208959845,1260.0274734986122,1235.119689428972,1242.2149658203125,8809352
2025-02-13,3835.4501025039126,3851.3505477933163,3771.896462322554,3779.532470703125,2277310,394.27031475204564,398.1173234410263,393.35663844827394,394.0298767089844,12989029,1242.9592342670746,1256.3061987457909,1236.3601292961446,1239.337158203125,7263785
2025-02-14,3793.886412954254,3816.1181040365336,3769.72153134308,3803.407470703125,1681975,396.0014661827297,400.2812751894459,392.77959046029304,394.558837890625,14124236,1242.5126718509223,1253.8254065127483,1234.9212235163006,1250.451416015625,10368438
2025-02-17,3727.6744742582173,3802.585603975581,3727.3844484945375,3774.071044921875,1799806,394.12603937418936,395.6648487625189,391.1927069076455,392.9719543457031,11975265,1241.5699462890625,1248.5163471638045,1223.8069826822411,1241.5699462890625,8386151
2025-02-18,3768.174803332807,3793.3062796669183,3735.4073189681676,3743.816650390625,2149879,392.39491018757707,395.1359099155748,388.54790126416947,389.7500915527344,12998403,1243.3065364897366,1247.9705000138076,1227.5779245772142,1233.531982421875,8135042
2025-02-19,3742.850263486918,3745.508400554833,3642.2759755929487,3657.693359375,4366672,389.3172697473528,393.1642784577035,389.02875583421536,390.8560791015625,7079032,1225.3947820253827,1254.7681118615644,1220.8300282561831,1251.9896240234375,10683412
2025-02-20,3635.848185178673,3661.4629603766616,3625.988960412709,3653.150146484375,2888572,384.65279872265523,388.45170224904115,381.0462280233567,386.6724548339844,15355585,1245.7378271028595,1254.3216187366877,1237.203701075922,1240.379150390625,8398849
2025-02-21,3649.960586134303,3689.4942392872176,3648.8972369162293,3659.52978515625,1833931,386.6724764914858,387.8265909200422,383.93150608677536,385.56646728515625,8240986,1231.5968971791747,1235.1693078219741,1215.173692889092,1223.50927734375,7786428
2025-02-24,3618.111196511734,3637.4914799757285,3547.4048428794777,3552.81787109375,2508516,384.700874956215,387.97082652327333,383.4986847219768,386.5281982421875,7037625,1217.3071583182455,1222.467414805944,1200.9831637697991,1209.0211181640625,11522480
2025-02-25,3503.907852529123,3535.8054964280086,3500.283120267886,3508.305908203125,4101954,386.62438730224534,391.43314833834296,385.1817589914161,389.3653869628906,15760891,1217.2079253456668,1222.2193060560244,1211.6508286551266,1214.7767333984375,11059417
2025-02-27,3491.0520789257853,3516.4735816470966,3480.419530987875,3491.873779296875,3823856,389.3654104380863,390.9522958056036,384.2200299491726,386.2397155761719,19051003,1215.769120615194,1225.3947998146707,1209.1203494513463,1213.0897216796875,12008162
2025-02-28,3465.195760859545,3479.743067268356,3341.5199398740847,3366.89306640625,7085018,383.73912917511376,387.10526188717614,377.1992259318174,379.8921203613281,31954776,1206.6891556122284,1215.620243112648,1190.9108768010287,1194.8802490234375,20215075
2025-03-03,3368.584339801977,3405.556606946145,3360.0298777157327,3376.365478515625,4990439,380.8057848257319,383.7391172146777,376.23746200174764,382.2484130859375,10702826,1201.2312348006667,1207.6814644794808,1194.929880803104,1196.964111328125,8158881
2025-03-04,3357.952083726606,3432.3799220820893,3348.576156481458,3414.06298828125,2797737,380.2768157418011,382.00798731989397,377.82435936077115,379.74786376953125,13404774,1197.9068433475454,1207.334101585249,1197.0137104452713,1201.1319580078125,9574490
2025-03-05,3403.237261275363,3480.081589993446,3403.237261275363,3428.56201171875,2501894,379.4112349821189,396.9632122658291,379.4112349821189,389.5577087402344,15665018,1207.6814517983407,1216.5628733470458,1202.0251450551775,1206.391357421875,9052846
2025-03-06,3438.1793081878077,3488.877181911339,3417.9775618337376,3481.28955078125,2786513,393.5009194323491,394.0299007695933,385.22984437591543,390.1828918457031,17869996,1218.5476101118768,1218.5476101118768,1199.7427576093883,1208.7235107421875,11949475
2025-03-07,3479.7427842726975,3503.907664719036,3454.997852301583,3490.568603515625,2051315,388.11510203965406,390.3271497866334,386.33588388818345,388.45172119140625,11180761,1201.8265880949464,1208.5249033729367,1197.0634143564148,1205.250244140625,6620284
2025-03-10,3486.0259949428714,3501.1049762137254,3462.9244613654673,3469.73876953125,1004626,385.7107105996322,391.2888910064267,385.0855775356017,389.5096435546875,9785018,1198.7503263397664,1216.4140799337886,1198.7503263397664,1205.5478515625,7363437
2025-03-11,3439.146018462038,3468.8688234276665,3419.4757100500633,3455.8681640625,1995450,386.1435403860541,392.77962524740065,385.8550264422196,390.6637878417969,11099475,1207.8798680000234,1238.4440812807522,1207.8798680000234,1235.864013671875,10927950
2025-03-12,3445.912267227522,3450.020297279617,3370.3729384283747,3389.076416015625,3174167,390.85607392496263,397.4921579923581,388.547874599392,396.6265869140625,13844306,1237.4020778822246,1242.3637929723905,1225.8413786306357,1234.425048828125,11548372
2025-03-13,3385.306695598729,3406.5717917540665,3367.714708703622,3393.764404296875,1693004,397.2036849356402,398.55013223484355,392.5872858097,396.2900085449219,8196569,1241.4707365370484,1245.9858244254206,1235.7647643884725,1240.4783935546875,8132940
2025-03-17,3372.450776071524,3412.516101378981,3361.1900359739784,3380.860107421875,2690906,397.20363838043716,400.32933287132437,391.43312547418384,392.3468017578125,5257805,1247.4248742515454,1264.1953748180651,1245.1424367918191,1259.2833251953125,11164812
2025-03-18,3380.860107421875,3380.860107421875,3380.860107421875,3380.860107421875,0,394.31842149451984,396.1938501173774,392.1544789375377,393.4528503417969,13861897,1259.2833251953125,1259.2833251953125,1259.2833251953125,1259.2833251953125,0
2025-03-19,3428.513776271942,3428.513776271942,3347.0781163759984,3380.28076171875,3051244,394.3184059049263,395.0397200620695,387.20144542451675,387.63421630859375,12830387,1295.6029599370165,1308.2057883620175,1292.1794251380722,1303.0455322265625,11278014
2025-03-20,3394.682767165146,3459.3962767054963,3394.682767165146,3444.1240234375,2845192,389.50964497469676,391.0965302508203,386.5282072542035,388.49981689453125,16994037,1309.8927772461004,1314.1102350516276,1301.0113557334153,1311.5797119140625,10886735
2025-03-21,3358.9186380800415,3495.450223009194,3349.252685164703,3458.57470703125,4161925,390.4233291082126,391.9140333230442,386.3358821349048,390.0386047363281,25302035,1305.923445707521,1338.6707661545943,1301.5571120874529,1332.81591796875,60494318
2025-03-24,3479.7429444303652,3527.831058731868,3447.4587570622184,3507.725830078125,1834751,391.4331323758087,397.05938842867533,390.08668521067875,395.1839599609375,14362572,1345.5675050388625,1362.4870024308004,1334.7510627437973,1347.750732421875,9352280
2025-03-25,3523.2398747468987,3586.0685693582973,3516.473707634902,3535.56396484375,3135390,396.2419041658655,399.36759879824183,393.06813366389935,394.12603759765625,20338110,1348.5941513991709,1353.3574463042776,1319.8658696966822,1333.4112548828125,16419207
2025-03-26,3525.897934373459,3557.553929809202,3504.7295921250025,3514.34716796875,1734499,394.60692684899476,395.47252733324694,390.71184207125464,391.769775390625,13891436,1333.7586400786652,1347.6017762925185,1321.304687138062,1325.6710205078125,10859639
2025-03-27,3494.097310621218,3540.6387825331667,3489.892526436254,3529.23291015625,2528474,392.3948763562974,394.99161889585264,390.1347529385877,393.7894287109375,18642328,1322.9420827344788,1341.1515523929718,1322.9420827344788,1326.415283203125,15109614
2025-03-28,3529.0393930182477,3538.656968927356,3471.9135171595426,3485.6875,2051919,395.18398159578936,399.7042287729926,392.5391629889967,394.0779724121094,12981873,1325.7702231722565,1347.5521031600986,1317.0375564815454,1338.025634765625,8266544
2025-04-01,3453.354865404157,3464.277439125219,3407.248318336048,3432.1865234375,2618493,394.1260406660441,398.55010666561213,390.08669902758044,391.0965270996094,15206240,1329.739654923708,1341.995067068455,1305.328040709696,1308.3546142578125,14288024
2025-04-02,3425.6135625063594,3445.0422214056125,3412.129605979645,3425.565185546875,1764313,391.4812500970324,394.31843103609066,390.51949782621267,393.4047546386719,8001323,1312.026343402594,1327.705290380845,1312.026343402594,1321.056640625,8042214
2025-04-03,3374.3842427691143,3385.0167912281404,3282.702582798802,3289.46875,4537821,391.4812095354885,394.51075235495847,391.1446197558559,393.7413330078125,7059566,1311.8278468858045,1322.7932860458366,1311.1332552048473,1319.3697509765625,4591008
2025-04-04,3250.2733357697866,3286.085501586113,3185.414699028632,3189.184326171875,5317367,391.91401018990615,397.01128496266676,389.0287536731707,394.0298767089844,18627592,1319.3697112264526,1328.3007984100484,1311.9766830431024,1325.07568359375,8648542
2025-04-07,2996.445205771086,3181.4514379526936,2953.963392712106,3164.68115234375,6623955,375.2276160600784,392.49107984083315,375.2276160600784,390.51947021484375,26762866,1285.3322768617725,1314.854481252151,1255.3139009690346,1277.6912841796875,19185012
2025-04-08,3191.7460628104113,3237.127665022999,3146.5577324611054,3182.949951171875,5557558,396.14571046934793,399.89653803876325,391.6735687769548,396.7708435058594,18600796,1289.8969896705237,1300.0189606799747,1277.4927025037578,1289.9466552734375,13085762
2025-04-09,3151.6321497293247,3160.76642752928,3104.752280697163,3138.148193359375,2990265,397.20367078899557,403.02226003741157,395.5206043873473,400.37744140625,21785572,1294.9579703581671,1295.106846037701,1274.6646041339118,1290.83984375,13005622
2025-04-11,3179.6636391398747,3188.749540631033,3098.904554048043,3123.552734375,7108961,403.9359315444841,406.292236218633,401.05067489059496,405.4266357421875,8939356,1295.1067945023049,1314.8544439632922,1295.1067945023049,1301.606689453125,13064247
2025-04-15,3203.683386247662,3203.683386247662,3130.415650876791,3139.69482421875,3512160,412.78405461806295,412.78405461806295,402.97417047029376,404.32061767578125,11685880,1340.655373037739,1343.9301533432258,1325.9686484021752,1339.8614501953125,15202603
2025-04-16,3139.6947635283577,3168.596104196088,3121.136181217996,3164.439697265625,2384391,402.01244544834776,409.754539416005,402.01244544834776,408.21575927734375,13034594,1346.6094196449503,1349.2886972283168,1332.6174078978706,1346.0140380859375,14039073
2025-04-17,3137.085076745666,3193.2443586174536,3110.50370573642,3188.701171875,2932346,408.7446879057106,411.48568756526555,405.4266310519838,410.90863037109375,22410217,1351.5711498907554,1398.112060263163,1349.6856739861041,1395.9288330078125,17490424
2025-04-21,3180.1953142330854,3241.9606599617177,3174.3957423905777,3210.64306640625,2432946,411.6780349602343,412.6878924233474,405.3785695227371,406.67694091796875,27388236,1425.004587897116,1425.004587897116,1393.9442026732427,1399.0052490234375,16882426
2025-04-22,3211.6093750675464,3222.531712274605,3184.931252579041,3203.68310546875,2710498,409.6583488347964,418.169832064902,407.3501201449234,417.0157470703125,32031936,1401.9823098324273,1407.9363681338637,1388.1887172069748,1405.6539306640625,16135274
2025-04-23,3252.5934125809176,3306.625999245761,3225.8187680904407,3298.989990234375,3543923,419.5163213012109,420.7185115509847,412.4474367624713,414.3709411621094,19566317,1418.0581618237188,1418.9512947601793,1400.4937389943566,1413.493408203125,13990764
2025-04-24,3287.487161364933,3298.5062526941524,3274.534643572778,3287.970458984375,2252175,415.3327035949578,419.372045323511,412.88021781478574,413.6015319824219,26064089,1405.4554343163697,1410.3178180904442,1388.0894318786184,1391.95947265625,15678099
2025-04-25,3305.7561307053,3361.6253897019787,3291.25720030747,3332.82080078125,2742991,413.60153406654683,416.1502009519827,407.10970652510946,411.4375915527344,22944377,1399.2035920369979,1403.966886762009,1377.769008045682,1394.04345703125,11705093
2025-04-28,3320.2546435993536,3342.2930622298845,3291.2567864500143,3328.470703125,1593296,410.3315915600767,414.0343435923546,408.5042681552906,412.39935302734375,6287095,1394.8373106964493,1424.0122194189871,1393.0511659597357,1417.8597412109375,10948561
2025-04-29,3339.5865365145787,3378.250345909827,3315.808199342435,3356.501953125,1578332,412.49552702272155,413.16876532622075,408.7446991826447,409.7064514160156,11189930,1417.8597077945897,1427.2869661678633,1411.7071085959242,1418.85205078125,10786910
2025-04-30,3356.0188189819924,3392.65268577439,3253.5597190937174,3338.330078125,2809332,411.05290860172727,412.88023201920157,405.8594522861451,409.51409912109375,10026546,1422.0275444346203,1422.7221360927958,1389.2802248488963,1416.073486328125,14192027
2025-05-02,3356.0185874198487,3374.867194117627,3305.7556362257724,3316.38818359375,1721761,407.87911477952554,414.99607520497585,407.87911477952554,413.07257080078125,9263372,1415.9742091510598,1435.5233172200462,1413.6917718641512,1419.149658203125,8842434
2025-05-05,3334.753505470742,3387.4329449049897,3331.27366828836,3338.909912109375,1284443,413.7938888263413,421.72834456792714,412.92831770641976,420.2376403808594,11525305,1428.9738894731652,1435.7218701832576,1415.081087769954,1418.455078125,4565705
2025-05-06,3344.419677734375,3356.9854164079434,3322.1879862349847,3344.419677734375,1324763,420.7666029152538,422.834364350939,416.43871785669694,418.89117431640625,15026568,1418.0581160771362,1422.7220796211836,1409.5239906903596,1420.63818359375,6301690
2025-05-07,3306.335750758935,3343.9362109554654,3306.335750758935,3330.017333984375,1477128,416.823396791454,418.362206178502,413.2649312686502,414.6594543457031,9710361,1414.0887881642996,1430.9586193213472,1410.119416127347,1424.4091796875,10480453
2025-05-08,3332.820588313161,3360.851851961966,3314.1652518601954,3333.6904296875,2543591,412.59168381124715,414.9960642530376,407.350122708005,414.1304931640625,19937960,1427.5846620245352,1437.8058437113664,1415.1803741209164,1424.5084228515625,15306490
2025-05-09,3285.457736947085,3331.0809922460435,3284.587895488488,3325.378173828125,2531757,409.6583569091965,412.73594630577514,406.8211762096756,407.3501281738281,8226512,1404.3638078003796,1409.0278927234135,1376.379782804671,1378.2652587890625,13491197
2025-05-12,3387.916425868549,3509.22413241534,3385.209911911905,3499.46142578125,2228678,413.072565475096,419.5163168862086,411.7741941489348,418.84307861328125,8031891,1398.6082269981746,1441.8743569081432,1393.249550653154,1437.4088134765625,9925445
2025-05-13,3499.4613194961807,3501.97456151927,3393.232596801932,3397.582275390625,3062887,418.2660177094136,421.1993794721109,409.08129611962823,411.53375244140625,14976369,1429.0731325397105,1436.8134564073198,1416.4704248722041,1419.6458740234375,12475424
2025-05-14,3403.3820953219624,3442.0459078220697,3391.396407841002,3430.15673828125,2119499,410.7643618513902,415.332684705315,409.6102474955229,412.6878662109375,9557309,1418.9512828044426,1429.6685145448027,1406.4477852062123,1415.279541015625,8026837
2025-05-15,3444.945682102287,3479.7431132346333,3396.712670565691,3460.314453125,3548330,412.6878727466996,418.74689983509177,409.7064350721147,416.1020812988281,24263510,1414.9819190581854,1445.3475908699352,1404.6615275498752,1439.6912841796875,18209264
2025-05-16,3473.8465567565913,3473.8465567565913,3427.6434928317944,3442.335693359375,1666727,418.26604202592637,419.51633754430964,415.573147502307,419.03546142578125,16402035,1442.172107583965,1447.5306627908633,1435.920298328426,1442.86669921875,6439208
2025-05-19,3431.413341631395,3431.413341631395,3386.659931697025,3401.255615234375,2537377,418.362202884726,421.72833555161463,416.10207936688846,418.6988220214844,7543854,1435.4241717584057,1448.5230511072755,1432.7448940711074,1437.905029296875,6005334
2025-05-20,3413.82137266364,3439.1461226598826,3377.2840226457647,3381.4404296875,2038374,420.28573786333305,423.9403847133091,416.3425477249801,418.26605224609375,9868414,1439.0957378026826,1447.8284044606678,1424.5083444847762,1427.1876220703125,11352383
2025-05-21,3390.8162851170264,3418.8475485914832,3381.4403579795026,3408.021728515625,1440153,419.90103464370577,421.4398441006694,415.4769684613164,416.438720703125,5776672,1431.8517946649677,1440.1875004165765,1427.485461067875,1433.637939453125,5510460
2025-05-22,3378.250521774226,3380.9570357698217,3336.0103550080185,3360.851806640625,2034383,416.43869651769444,416.43869651769444,406.7249935694986,409.8026123046875,19451749,1430.0655182967434,1434.2334317099203,1416.867428660744,1431.057861328125,7245933
2025-05-23,3360.85148302262,3416.9140041659366,3349.8323922264435,3397.195556640625,1274331,417.40046939575757,422.20923056391143,412.59170822760365,419.61248779296875,18536884,1431.1570706662649,1440.6836606711147,1423.4168677068544,1438.698974609375,5203706
2025-05-26,3403.3819012793415,3426.5801874567637,3392.8461073678304,3419.137451171875,967470,421.48791053602,426.58518556334417,420.0452822056058,425.9600524902344,13107662,1446.8360701649403,1460.331910515487,1443.8590412139838,1449.4161376953125,5608725
2025-05-27,3414.014574749619,3421.747337093333,3366.7481593177404,3381.826904296875,2467680,425.9600297748,427.2103252046928,414.37092787863105,417.30426025390625,26986022,1441.3782192942826,1451.7978208795425,1424.7068083036186,1435.324951171875,14842959
2025-05-28,3402.4152283668,3411.114585484783,3376.31715701285,3380.860107421875,1222933,409.12572033536514,413.92513013654184,404.5221871211176,411.57440185546875,431851622,1436.5157355383742,1446.836127202333,1431.454810349359,1442.6683349609375,8618343
2025-05-29,3387.626702221486,3414.498100356932,3370.034713912086,3381.247314453125,3188072,413.337430183069,414.12099629331436,408.04828421108533,410.1541442871094,21478547,1445.4467442494526,1451.698553407669,1433.9355900375203,1445.3475341796875,15545514
2025-05-30,3373.417337946492,3389.5594310198626,3337.750068509547,3347.705810546875,3404365,410.49697001748797,411.4274510468685,407.85238205791916,409.468505859375,30656239,1448.7216268807567,1449.7139699197687,1433.2410996992944,1434.7296142578125,11803975
2025-06-02,3334.7538187399196,3344.4197718377163,3304.4028204069105,3334.560546875,1877585,409.7133679967952,411.8192579553598,406.0403458241328,410.6928405761719,14973380,1430.9586389930196,1448.8208134048605,1421.8291316367724,1439.3935546875,9458990
2025-06-03,3330.8873298742683,3357.468700034321,3286.9072447003623,3291.4501953125,2848125,410.3990201585084,413.04360813984886,407.1177809642176,408.39111328125,13216486,1443.7598455387374,1443.8590556109682,1421.035166759386,1426.8900146484375,11167345
2025-06-04,3304.9078969735056,3310.56402774214,3286.379348716646,3297.0087890625,2544807,408.586978384479,410.39900862513116,407.4116292300163,408.4400634765625,12598933,1426.3938661679927,1429.0731438395549,1415.4780930628378,1420.0428466796875,8025388
2025-06-05,3324.4113841471617,3324.4113841471617,3280.235380032571,3287.451904296875,3584683,409.9092587388879,412.30897842272395,407.2157092489669,410.4969482421875,13212523,1419.9436226094324,1447.8284366760695,1416.3712120373557,1443.66064453125,11385668
2025-06-06,3287.4520036268846,3306.7605099618336,3275.359545608902,3300.226806640625,2070390,411.67231694542346,412.6517895338172,410.39901453696416,412.40692138671875,8774988,1437.5080878919146,1450.2101271201,1431.0578582020253,1448.5230712890625,11580994
