,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-01-23,1264.9478840486133,1272.2686211078578,1256.581275301743,1258.6231689453125,8720682,1804.5941442893445,1825.5247642701754,1799.446438649042,1811.8299560546875,5907471,832.2505181334424,832.2505181334424,814.6139111249832,821.347900390625,34909158
2025-01-24,1260.9638702056575,1267.9360243063209,1238.5533748820974,1241.34228515625,14235970,1811.8786496612856,1840.4336089404926,1810.6645792715367,1821.5426025390625,4887027,818.9305795964561,824.0119199318104,811.2839386423929,813.8986206054688,24236200
2025-01-27,1234.1708090151494,1235.515414368934,1215.1468135462453,1224.4595947265625,9536019,1795.6100112127813,1809.4504129219265,1759.9163436470913,1769.62890625,7652371,809.6065327196525,810.839861804967,802.157237088582,804.0319213867188,22804166
2025-01-28,1233.0752790316255,1239.7984277662488,1213.6528493538253,1229.4896240234375,10568025,1777.3990640797924,1809.9361507719634,1772.4456805643415,1777.15625,6999495,812.5172453545283,830.9185403912116,812.5172453545283,824.0612182617188,30179312
2025-01-29,1231.0832160878692,1237.8063647194172,1223.1648896668228,1230.585205078125,5928156,1791.9678626583263,1834.36322360914,1787.5972093347696,1827.1759033203125,5145155,826.3304621132276,829.3644636153648,823.2964606110903,827.4651489257812,12619890
2025-01-30,1230.635044492625,1251.9996679975989,1227.497550840604,1248.0654296875,9269259,1819.3088138415467,1832.9548941080284,1790.9966681783667,1806.4881591796875,7336056,829.2905374831995,837.6278547525732,825.1219089590883,834.4705200195312,25744846
2025-01-31,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612,1817.2205970496623,1842.910279604707,1817.2205970496623,1825.7677001953125,5820470,832.3738053097981,840.9824182950722,830.7457868177106,838.047119140625,15821686
2025-02-01,1260.0673469134033,1265.495739501575,1236.0632421918099,1259.5693359375,7118453,1826.2533177597818,1836.2571867836969,1792.9391783431893,1798.1353759765625,1701402,837.4305042201771,845.0771450539991,826.8485640579613,834.1991577148438,5587528
2025-02-03,1246.0235355947286,1251.003645649064,1232.6270881824535,1240.94384765625,9252345,1783.2265984737837,1822.6110895629577,1779.7300994439906,1809.741943359375,4823228,823.8638327488314,832.1518283284162,820.6324864421063,827.8104858398438,20276540
2025-02-04,1243.0852829885687,1283.6731787459128,1241.6409781641657,1280.08740234375,16691069,1834.703198206104,1856.2650411997822,1821.1056096540206,1844.2215576171875,7334787,833.0891713164636,851.391824544325,828.8219005259823,848.9744873046875,28616502
2025-02-05,1277.5476050956522,1285.366353249074,1271.6212014188793,1273.115234375,10112028,1851.2145472314708,1864.5207114002724,1839.8508957040453,1842.5218505859375,4996744,854.9437515638108,860.4690419690123,847.9877873258422,857.311767578125,23675506
2025-02-06,1268.6331564996678,1282.8763195509282,1265.2965071593937,1276.4520263671875,9956001,1861.898330498206,1868.6971246106148,1845.3869733680706,1860.587158203125,4765255,856.1770794811201,862.8370567631686,850.5037655001158,860.29638671875,26760716
2025-02-07,1271.073491533156,1278.5933846345008,1256.979756005846,1261.6610107421875,8764283,1864.13231412214,1868.405747107761,1835.14021793859,1848.93212890625,4126260,863.3304057123341,871.7170439392539,850.997114202158,854.8204345703125,23509600
2025-02-10,1259.469777897567,1261.461821832557,1240.5952102474196,1248.6629638671875,6970972,1850.2432794461592,1850.2432794461592,1824.6020890265615,1826.2532958984375,3828734,847.1984039096569,850.2323451556149,842.8570616226162,846.4337158203125,17195950
2025-02-11,1259.5196705337273,1259.5196705337273,1225.2066396338644,1229.937744140625,8859714,1828.9727506286142,1848.3007750893653,1816.249316561804,1821.7369384765625,4411601,840.1437497009048,844.090402664855,833.0890834393857,839.3544311523438,22724704
2025-02-12,1214.5989377224967,1222.0193743195214,1188.6027887286011,1211.7105712890625,21131654,1830.8181177592105,1840.142154487476,1793.9103785152583,1809.59619140625,5633947,835.2104321766692,844.5837329512449,829.38909497558,842.0184326171875,22809570
2025-02-13,1212.2086229517822,1223.1150152108587,1207.1786632211406,1211.2623291015625,8511216,1814.7924102365155,1819.6486917731397,1782.8866642532057,1790.2681884765625,5237744,838.1704689996619,845.6937766231139,835.4818356095761,837.5291137695312,12602434
2025-02-14,1214.1507532507958,1219.1308629852126,1200.6546072366423,1212.40771484375,10298145,1800.709122375355,1805.8568280246752,1775.796375368045,1803.0401611328125,5292961,839.601120018604,839.601120018604,828.7971451888767,836.1231079101562,19959892
2025-02-17,1206.2821918357026,1222.6169765728448,1199.7084711054922,1220.02734375,8166683,1785.7033698235564,1799.495162260814,1769.7747423270973,1789.3455810546875,4428956,831.3624591587258,848.5304243918573,829.413823260936,847.2230834960938,12938946
2025-02-18,1219.9775298877432,1225.0074896525716,1211.2623373341316,1220.525390625,6673250,1789.3456107739096,1808.1393973263787,1784.780634818134,1798.7181396484375,4365260,845.1017788797033,854.2284140997132,841.697778564227,850.0350952148438,16350910
2025-02-19,1214.6488125132394,1227.8461038341088,1212.706618273488,1222.567138671875,6217338,1794.2989338566194,1796.0471240806544,1753.9917969230971,1758.7509765625,4611411,847.0504387449713,857.3610822217985,844.8057556604201,852.0823974609375,11884112
2025-02-20,1219.0810452834291,1234.4198079853766,1217.1388510698625,1228.0950927734375,7795582,1753.6518766132701,1778.3703022593725,1753.6518766132701,1772.6884765625,2218020,844.0904430253034,845.9157460199498,831.4118438608401,832.2998046875,26390510
2025-02-21,1223.8121434284387,1235.0672403005465,1217.2882724889691,1223.264404296875,6904025,1769.4347905187403,1777.2533326664163,1754.2830972545896,1762.8302001953125,3379879,829.2411711352042,836.1724445897772,827.4404985932164,834.9638061523438,15680940
2025-02-24,1211.7105497558396,1218.3838481751116,1205.68456833515,1209.718505859375,7172498,1748.309923055587,1756.0313630959042,1699.9413126430345,1713.3931884765625,7594720,829.339781575346,830.8690975664632,819.4731490892408,827.366455078125,20693646
2025-02-25,1206.1826029932777,1216.1428226711741,1196.7203942992758,1199.21044921875,11552182,1694.987890846883,1727.3306532632726,1694.987890846883,1716.8896484375,5092963,824.406500920576,832.7438177754724,824.406500920576,829.9564819335938,24138708
2025-02-27,1207.975493883109,1210.166693583284,1195.8738026303336,1202.298095703125,11509215,1704.748997302386,1724.8054634563641,1700.7668702151418,1713.5875244140625,5757079,830.0552335524236,843.9671626938127,830.0552335524236,839.0091552734375,35786800
2025-02-28,1197.218393771922,1212.5073065135477,1188.5530513693543,1195.325927734375,23007298,1704.6034155946859,1704.6519072727174,1634.0901134127998,1639.189208984375,12182167,831.2638337603047,857.0404125816553,831.2638337603047,854.6477661132812,54516728
2025-03-03,1199.2104168056296,1201.6506219268736,1151.4013636439433,1166.5906982421875,17944938,1643.6569975986285,1678.9135283002097,1643.6569975986285,1659.4884033203125,7504969,858.2984018170607,859.9017296292334,835.7531099870528,839.428466796875,21205364
2025-03-04,1157.576687742468,1169.3297956512124,1154.9373267832577,1157.2779541015625,11377373,1646.2794646548505,1650.1644899401717,1621.9980566215932,1639.7720947265625,6759673,837.6771272358142,845.7184570804238,835.3338019387764,843.5971069335938,19920958
2025-03-05,1156.3815647449799,1178.2940491759787,1152.3974766666165,1170.9234619140625,8664095,1643.8026956375877,1683.1385762213686,1643.8026956375877,1662.30517578125,8180782,839.6257577393887,843.991790915382,832.8671383829512,833.73046875,21583872
2025-03-06,1192.2383549047067,1209.1208794668382,1180.4355183146993,1204.7882080078125,14468014,1665.7046071983816,1672.794825837321,1642.4915571816716,1666.5301513671875,10610547,832.2504799228543,838.6144701478811,824.973838204501,834.3224487304688,32966088
2025-03-07,1211.1627762331514,1249.8084792402678,1207.178688153437,1244.828369140625,16474965,1654.146667899849,1655.9920786793123,1627.340016320931,1637.5382080078125,8019331,829.7838192395386,839.2311321984157,827.6131479773222,833.3604736328125,13372914
2025-03-10,1240.0473535020744,1252.9956391209716,1230.4855669004469,1233.4736328125,11931051,1637.5382042171923,1669.5896637303404,1628.01984457351,1652.5440673828125,7558981,833.2371287977431,838.6144556459366,830.3018296675241,832.4971313476562,15604050
2025-03-11,1235.0672477916657,1244.5294565449083,1224.858022557904,1242.3382568359375,10089838,1631.7106175387037,1631.7106175387037,1589.995206020896,1613.8394775390625,12671234,829.9811819724781,835.7038170818192,823.8885481247595,831.510498046875,19898430
2025-03-12,1252.995610693361,1257.9757204337955,1239.0513034201438,1252.0494384765625,11977555,1589.84944650162,1589.84944650162,1518.850635339536,1545.123046875,14870008,834.4951408301645,847.7904041385841,834.4951408301645,844.1644287109375,18784106
2025-03-13,1255.0376050433522,1259.1212710412995,1238.901975238559,1242.9359130859375,9505270,1553.2816045131979,1559.886194636392,1525.163782654934,1534.439208984375,7822888,846.5818201293218,848.9251455168071,838.6885135609504,841.9197998046875,15736264
2025-03-17,1237.208673957254,1252.3980085038181,1228.1946267891797,1233.9217529296875,16640917,1500.736758011993,1548.1826065260266,1500.736758011993,1544.34619140625,7526032,841.1304307424771,850.5037317302232,841.1304307424771,843.79443359375,18950652
2025-03-18,1233.9217529296875,1233.9217529296875,1233.9217529296875,1233.9217529296875,0,1544.34619140625,1544.34619140625,1544.34619140625,1544.34619140625,0,843.79443359375,843.79443359375,843.79443359375,843.79443359375,0
2025-03-19,1236.113132982547,1248.2645525643281,1233.8720835165427,1242.1888427734375,16162399,1556.9238965430377,1556.9238965430377,1527.5920028100838,1540.94677734375,7387068,855.930432694155,863.823739278078,854.5490799535085,860.4197387695312,15221406
2025-03-20,1246.8700894970418,1267.9359786597456,1245.0773228865291,1264.101318359375,15971477,1546.2400259441436,1584.9931759348294,1546.2400259441436,1569.1131591796875,7186750,865.3037412350927,875.1703745445009,862.985106495842,872.5803833007812,17833978
2025-03-21,1269.927977701306,1275.9041093610767,1265.0474458622177,1271.2725830078125,21780769,1532.59385494289,1557.7980274559397,1518.7049607743006,1546.7742919921875,10074677,866.0684175252852,875.2196836615442,866.0684175252852,873.3696899414062,33508264
2025-03-24,1285.86434660882,1300.8046759652354,1279.141198398433,1296.920166015625,20299319,1552.0189913058653,1560.9060103586978,1527.4947691913153,1546.968505859375,8857726,877.6369838460287,890.1676194932312,874.997671627427,887.9969482421875,17393736
2025-03-25,1302.497915186312,1302.497915186312,1277.4977874103538,1280.33642578125,13713899,1558.8663000022038,1589.1209562659596,1558.8663000022038,1581.6422119140625,9890140,890.4143157035983,909.5555477752322,888.7369760332164,898.5789184570312,39101416
2025-03-26,1285.8643858858131,1288.6532960847499,1263.7028966635362,1267.98583984375,12074747,1579.2627320763197,1590.6749935166006,1549.1537869998338,1553.475830078125,6651302,900.3302775382388,901.5636066855513,888.9836493829623,891.2283325195312,24478442
2025-03-27,1273.0655062272906,1279.8882324099652,1266.242780044616,1273.115234375,15028056,1549.688079270318,1573.3866387891755,1540.4125339270274,1557.4581298828125,9426573,887.9969842041877,908.2235821777275,887.0596420099644,900.5029296875,41658100
2025-03-28,1274.9081198538831,1290.5954658598978,1263.9518781988888,1270.027587890625,18147129,1544.2975705237486,1552.504639118573,1515.1598805138667,1525.5037841796875,6799047,902.3036249715724,905.7569466636451,890.8829847599874,901.908935546875,28773648
2025-04-01,1259.5693287834792,1272.8164693011493,1244.330265958221,1247.6170654296875,12099648,1495.0061979771754,1502.92196020728,1474.2212903040318,1482.6226806640625,12680733,888.9836405685396,892.8809726796349,870.9030234039785,872.1363525390625,28511006
2025-04-02,1242.5873186806543,1250.5554948342144,1238.9518139936486,1246.1729736328125,10142590,1491.0726643663595,1510.9349273715397,1491.0726643663595,1505.593017578125,6193478,873.5423260418547,887.602278026219,873.5423260418547,886.4676513671875,11573564
2025-04-03,1228.145018441354,1246.8204315907722,1228.145018441354,1243.732666015625,7434366,1490.5385603678294,1490.5385603678294,1442.3642697947264,1453.485107421875,10459504,878.6729886492828,889.9702954640933,876.6503409310941,885.456298828125,11250038
2025-04-04,1236.1628160172713,1240.4954871764826,1188.4036122186155,1199.9075927734375,17908652,1418.5199114659142,1429.6893595876932,1406.3792069857197,1409.92431640625,9590254,894.4102660639704,908.6921929973271,893.4729239008652,896.5316162109375,33540454
2025-04-07,1127.6960086529814,1166.590714623955,1110.415052053189,1161.062744140625,22156106,1313.1385736419368,1365.489314158466,1269.4320382766355,1356.602294921875,21715252,869.6450067324856,878.0562747489253,857.5090006629878,867.1289672851562,37995450
2025-04-08,1167.3378163352843,1191.8399338970503,1158.6724733291408,1177.4971923828125,19555040,1389.8677955834949,1414.6348317731379,1374.3276944448953,1387.7310791015625,12805001,870.730371547347,879.1170096868965,863.4784203033727,872.7777099609375,35563872
2025-04-09,1164.8477193030515,1185.0670143686195,1163.3536863154889,1180.6346435546875,10223104,1364.663707842691,1368.9371407012397,1342.1791008495861,1363.3524169921875,8546854,870.7303466796875,875.6636630914704,865.0570328061372,870.7303466796875,22454608
2025-04-11,1190.3957018139643,1217.786306450343,1190.3957018139643,1214.1009521484375,11224242,1370.6854425398662,1397.4436008179698,1356.893650613513,1368.9371337890625,12567440,875.540352413462,897.567622795633,875.540352413462,891.3269653320312,32775766
2025-04-15,1246.0235343416643,1246.0235343416643,1232.1788040875913,1235.1668701171875,13378535,1404.0480742507405,1406.087688754894,1368.5001176189407,1385.011474609375,10178530,920.0634812745557,925.8848185421238,915.1301650210728,920.01416015625,49298344
2025-04-16,1229.1907298200806,1235.9637280756608,1224.1110419207541,1234.3701171875,8248464,1384.0401507759727,1386.4682913913693,1356.6507720589223,1372.482177734375,12022740,929.3381542000717,929.3381542000717,917.8435030643678,926.476806640625,19136820
2025-04-17,1235.266450081142,1275.1073305428426,1222.7165970526498,1269.4300537109375,15398401,1357.8163531049115,1388.7023519091767,1338.6826507754836,1378.6983642578125,14264227,928.4501090482869,947.0486870380013,925.8354273732423,940.6353759765625,35703084
2025-04-21,1264.947875835223,1295.7249783909904,1261.9598099867933,1290.346435546875,10429964,1369.4714582615436,1429.4951483248678,1369.4714582615436,1409.29296875,15648970,949.170085798879,962.3420166432835,942.2634427629204,950.6994018554688,34247298
2025-04-22,1294.8286411452223,1298.713151385602,1281.1831879455033,1286.0635986328125,13051707,1398.6091260339042,1398.6091260339042,1378.5041672717928,1381.903564453125,9399738,954.5967457498784,972.1593405008402,954.5967457498784,967.7686767578125,45961750
2025-04-23,1291.840547250601,1300.8047453425481,1280.286716249035,1294.82861328125,10480888,1404.4366498623076,1445.0352117850275,1398.2205856526791,1432.5059814453125,11136642,976.2540297557508,976.2540297557508,947.4434488933124,949.1207885742188,30570642
2025-04-24,1287.2588872304611,1299.3107293954529,1285.1672652984741,1296.4222412109375,10468940,1427.6496829084983,1440.2760150192205,1419.4911061400271,1429.1065673828125,7114292,942.2634238174406,949.1207455952106,939.8460867592294,945.6181030273438,25931754
2025-04-25,1298.3146947064158,1319.928323767296,1282.9759313802824,1295.22705078125,14431012,1433.0887071514799,1458.535575435,1421.4336312546193,1437.653564453125,8329979,949.5647662059754,953.6100615716746,933.2848220611925,942.8554077148438,18500878
2025-04-28,1334.669497851195,1369.1318351951852,1314.9482133535364,1363.35498046875,31104496,1437.6534907325017,1446.7833234291916,1423.1818670852326,1439.4989013671875,5886253,942.8554253066497,951.982060830828,941.4741328194633,947.29541015625,13920492
2025-04-29,1365.5461749701867,1405.2874774645995,1364.5501529607263,1394.1319580078125,32538970,1439.4018262859975,1466.4027986571466,1431.7288778586658,1454.456298828125,8056743,946.6048254524144,951.5381421157663,937.4288082816594,941.6715087890625,18918308
2025-04-30,1396.4228227174156,1406.7814756764847,1363.5540972183608,1399.410888671875,25480745,1453.7764926957282,1465.431568419441,1439.984581952398,1456.9815673828125,7704183,943.7434115323153,955.5340495753018,942.4114402150566,949.6633911132812,31936870
2025-05-02,1408.3751233126775,1421.024554216323,1403.4945911426703,1414.152099609375,13007841,1456.5930649551544,1479.4175886205041,1453.1936678135066,1463.586181640625,7402310,952.0314262519853,958.0007270723939,947.1967520748111,948.1340942382812,17840404
2025-05-05,1425.3074680112338,1433.773654928142,1421.2238021682567,1425.6063232421875,12685649,1471.4532464465005,1479.2232965927526,1459.6039673980883,1465.2371826171875,4282493,956.5700467268101,962.9833580251333,953.2647488384409,955.4847412109375,15068024
2025-05-06,1425.3074785225756,1426.3035005201455,1404.9886054552057,1415.2476806640625,14084117,1462.7120452184295,1472.0360823521305,1456.0103527730441,1468.053955078125,4270530,952.1300492793257,957.112686715781,949.3180830668039,952.9686889648438,17490156
2025-05-07,1415.2476117092147,1418.733688530858,1397.1199392858432,1400.4068603515625,13440169,1456.8844481471906,1475.1441139885928,1453.5821530190785,1464.9459228515625,5691799,954.1033540161453,961.3553047488027,948.3807192627594,959.8259887695312,21420778
2025-05-08,1398.51446598441,1415.1481063364454,1392.438756100913,1401.4029541015625,16106175,1464.654491996011,1472.910170498641,1458.0499017692832,1467.956787109375,8424409,964.364722012384,964.364722012384,946.752746184645,951.3900756835938,34803430
2025-05-09,1379.9884666950659,1389.251519832932,1369.032224808638,1371.721435546875,13668904,1457.5642989506216,1467.9568126185206,1451.1540310083215,1464.2659912109375,4478653,942.3127568324845,946.7034204881495,930.8181657127636,932.248779296875,17188796
2025-05-12,1394.430721507353,1433.275577320772,1394.430721507353,1430.7855224609375,10674081,1492.8209942326298,1585.0903465111594,1487.96471253376,1580.136962890625,11372857,946.0127244576516,966.8806765571811,943.3981029435623,965.5486450195312,18618972
2025-05-13,1427.7974767909468,1441.9409399606418,1406.7814377941193,1410.0682373046875,11407896,1562.7513505672503,1565.859323230766,1519.627548132014,1523.5125732421875,12846210,961.9967305905121,967.7686868855955,947.1967808891196,948.4794311523438,24242102
2025-05-14,1414.3512435205853,1424.2118856620737,1409.8691445094285,1418.7337646484375,5570160,1528.75740058924,1549.1537826809642,1524.3867472838704,1546.6285400390625,4870057,948.2327622761527,952.2287366384547,938.8101397074491,942.5594482421875,15445308
2025-05-15,1419.3313670179805,1455.5865925696291,1407.0802476372012,1448.4151611328125,20177211,1544.1033749720434,1572.075486394776,1525.843708376521,1566.636474609375,11151167,943.9901042439285,959.4314088460198,935.85013208818,954.0047607421875,32241458
2025-05-16,1447.4191020051853,1455.1881221330052,1441.542669553187,1450.6064453125,9036695,1566.2479103864578,1566.2479103864578,1536.0418626920532,1544.200439453125,4576751,954.0047801554118,958.9380967138302,951.340777169636,954.44873046875,15868010
