,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2025-09-11,1376.0,1385.5,1375.0,1383.300048828125,9766072,1500.922609577238,1504.4683046125388,1483.7849433052634,1486.9366455078125,8003662,960.2999877929688,969.25,959.9000244140625,967.7999877929688,15113633
2025-09-12,1383.300048828125,1396.300048828125,1380.5,1395.0,7403368,1513.8250582606502,1519.6361218926327,1498.1647749913177,1502.596923828125,12856963,969.9000244140625,970.75,962.25,967.2999877929688,14363519
2025-09-15,1393.0,1400.800048828125,1388.5999755859375,1399.300048828125,5396697,1502.5969824151846,1504.4683582651935,1478.5648615170796,1485.6563720703125,6167414,969.5999755859375,972.3499755859375,965.0,967.0499877929688,14486377
2025-09-16,1404.699951171875,1408.0,1398.199951171875,1405.300048828125,8686961,1485.656397411633,1491.1719366717366,1480.8302554728903,1488.5126953125,8923112,961.2000122070312,969.3499755859375,961.2000122070312,966.8499755859375,18661794
2025-09-17,1407.0,1416.199951171875,1406.9000244140625,1413.800048828125,7519417,1494.028241371192,1503.680405062861,1491.1719434573272,1499.4453125,4795698,965.1500244140625,974.4000244140625,964.3499755859375,966.5,17361476
2025-09-18,1420.4000244140625,1422.0,1410.699951171875,1415.0,9332642,1526.6291407021617,1531.5537508334592,1515.302537400178,1517.370849609375,9331945,973.2999877929688,979.6500244140625,969.25,976.9000244140625,17791598
2025-09-19,1414.9000244140625,1417.0,1403.5999755859375,1407.4000244140625,13461373,1521.3104874589542,1527.9095369547413,1497.179898612735,1516.976806640625,12988129,974.9000244140625,976.7000122070312,962.0999755859375,966.9000244140625,31243267
2025-09-22,1403.9000244140625,1410.699951171875,1388.0,1390.5999755859375,7757970,1460.3437656419162,1491.8612688721596,1459.6543683506482,1476.8905029296875,15655204,964.0,971.2000122070312,961.9500122070312,964.2000122070312,10854415
2025-09-23,1391.0,1395.0,1376.800048828125,1389.800048828125,14014702,1470.4885054191882,1490.186944875574,1470.4885054191882,1474.920654296875,9832164,967.0,968.2000122070312,955.5,957.2000122070312,21022298
2025-09-24,1385.300048828125,1396.0,1380.4000244140625,1383.0,5922759,1464.7758845360097,1474.1326431158677,1460.3437357350242,1472.0643310546875,4937004,952.2000122070312,956.4500122070312,943.0,951.0499877929688,15117220
2025-09-25,1381.300048828125,1384.5,1369.0,1372.4000244140625,11411143,1466.5488557470633,1480.04223903444,1454.2373307659764,1462.4122314453125,9491867,952.5,958.0,947.4000244140625,949.8499755859375,31413279
2025-09-26,1372.0,1382.699951171875,1366.0,1377.5999755859375,9879109,1452.7599061754568,1456.404069373631,1419.4694954878144,1427.053466796875,8597058,945.0999755859375,951.4500122070312,941.2999877929688,945.0499877929688,14874656
2025-09-29,1381.5999755859375,1389.0,1368.0,1372.800048828125,14231999,1437.9860786678707,1442.9106885263222,1414.8404123331482,1420.060546875,10513117,946.0499877929688,956.7999877929688,939.0999755859375,950.2999877929688,32398179
2025-09-30,1377.0999755859375,1377.0999755859375,1362.800048828125,1364.0,14604684,1421.2424051491353,1430.303639196793,1416.416263441906,1420.060546875,7556305,958.0499877929688,960.0,946.2999877929688,951.0,28296687
2025-10-01,1367.0,1378.5999755859375,1362.699951171875,1368.699951171875,12045916,1424.197180444367,1427.6444073679875,1405.877655696216,1424.000244140625,6250692,952.7000122070312,969.5999755859375,946.0,965.25,25350832
2025-10-03,1363.199951171875,1371.5999755859375,1356.9000244140625,1363.4000244140625,12842347,1417.3027030735375,1426.4625254104503,1411.5901076030302,1424.7880859375,6877533,952.0,966.75,952.0,965.1500244140625,26658296
2025-10-06,1360.0,1377.4000244140625,1359.0,1375.0,12396580,1424.7881421800753,1456.5027027407555,1420.5530497148675,1453.744873046875,4630590,971.9000244140625,977.4000244140625,962.0,973.4500122070312,18542683
2025-10-07,1376.0,1395.9000244140625,1375.9000244140625,1384.800048828125,11244040,1455.4191203786977,1460.5407866669368,1432.0765182081868,1436.5086669921875,5570320,974.0,989.8499755859375,971.0,982.5,25535736
2025-10-08,1384.800048828125,1389.0,1364.5,1367.4000244140625,8525081,1435.0313384295307,1475.4131399913774,1433.061494450904,1472.4583740234375,4657192,976.0,985.9000244140625,974.5499877929688,978.7000122070312,15939710
2025-10-09,1374.0,1380.0,1369.0999755859375,1377.800048828125,8826633,1479.352867871771,1491.171932062491,1464.5790376333712,1486.5428466796875,7028753,974.5,979.0,970.1500244140625,977.0999755859375,15370950
2025-10-10,1377.800048828125,1388.0,1375.0999755859375,1381.699951171875,6373084,1487.2322078030077,1498.755747016607,1476.2011295853695,1492.058349609375,3738353,979.0,986.2000122070312,978.0999755859375,980.9000244140625,13757080
2025-10-13,1376.9000244140625,1377.699951171875,1367.800048828125,1375.0,7600682,1474.4281763502415,1482.0120273618204,1461.0332617199265,1470.6854248046875,5859355,974.2999877929688,981.0,972.0,977.0,18634254
2025-10-14,1380.0,1388.0,1370.0999755859375,1375.9000244140625,9768174,1476.3980688327763,1491.5658915845438,1464.0865439092208,1467.435302734375,5600789,970.0,980.4500122070312,967.0,977.1500244140625,22934382
2025-10-15,1383.0,1384.0,1372.699951171875,1374.300048828125,10882743,1461.5258266826634,1466.1549121391147,1445.373081319078,1452.1690673828125,6986098,975.0,984.9000244140625,973.3499755859375,978.25,23310447
2025-10-16,1375.0999755859375,1400.5,1375.0,1398.300048828125,12315932,1451.6765810210527,1452.267510183725,1438.478601982591,1449.312744140625,8005748,982.6500244140625,996.5999755859375,981.5,994.3499755859375,22936566
2025-10-17,1401.0,1423.300048828125,1399.0999755859375,1416.800048828125,19335561,1432.9630656678505,1436.410292725158,1412.3781714796953,1419.37109375,16959378,993.9500122070312,1009.0,986.0,1002.5499877929688,25210511
2025-10-20,1440.0,1473.800048828125,1433.300048828125,1466.800048828125,24721978,1431.781048131079,1444.8805586841174,1428.136884861602,1438.87255859375,6994246,997.0,1020.0,997.0,1002.9500122070312,22195202
2025-10-21,1468.0,1474.0,1460.0,1465.199951171875,2066169,1455.7147580634262,1463.5941342911037,1447.8353818357486,1450.19921875,1698704,1006.0,1010.0,1004.0,1007.7000122070312,3471600
2025-10-23,1475.0,1482.9000244140625,1444.5999755859375,1448.4000244140625,18707090,1487.2321904325627,1522.6893817276436,1483.292502510887,1505.4532470703125,20358624,1016.0,1020.5,1006.0,1008.7999877929688,43526526
2025-10-24,1450.0,1459.800048828125,1441.0,1451.5999755859375,9700837,1516.2874003977408,1519.7346273554492,1495.111577657532,1502.4000244140625,8652257,1011.0,1011.9500122070312,991.2999877929688,994.75,17707768
2025-10-27,1463.0,1485.0,1458.0,1484.0999755859375,14113867,1510.0,1515.300048828125,1498.0999755859375,1504.5,7273211,996.5,1009.0499877929688,996.2000122070312,1002.9500122070312,15700796
2025-10-28,1484.0999755859375,1492.0,1477.5999755859375,1486.9000244140625,17631577,1499.699951171875,1506.5,1490.5,1500.199951171875,8211019,997.6500244140625,1008.0,995.0,1003.5499877929688,33904289
2025-10-29,1490.0,1508.300048828125,1488.0999755859375,1504.199951171875,11884745,1500.199951171875,1520.199951171875,1496.9000244140625,1510.4000244140625,4884976,1004.9000244140625,1012.5,1000.0,1007.8499755859375,17769445
2025-10-30,1500.0,1503.0999755859375,1484.0,1488.5,9318663,1507.0,1508.199951171875,1489.0999755859375,1493.800048828125,5608867,1000.0,1009.5,997.0999755859375,998.1500244140625,19962917
2025-10-31,1490.4000244140625,1497.5,1482.300048828125,1486.4000244140625,8758053,1490.0,1497.0999755859375,1480.699951171875,1482.300048828125,4819814,994.0,1004.4500122070312,981.1500244140625,987.2999877929688,23221330
2025-11-03,1486.0,1495.0,1479.300048828125,1484.699951171875,8452085,1482.300048828125,1491.4000244140625,1474.199951171875,1485.5,5470600,985.0,994.5499877929688,983.2999877929688,992.6500244140625,16607180
2025-11-04,1483.9000244140625,1492.800048828125,1470.0999755859375,1473.0999755859375,10007806,1479.699951171875,1481.9000244140625,1462.9000244140625,1467.9000244140625,8691330,987.0,997.0,983.7000122070312,985.25,20024544
2025-11-05,1473.0999755859375,1473.0999755859375,1473.0999755859375,1473.0999755859375,0,1467.9000244140625,1467.9000244140625,1467.9000244140625,1467.9000244140625,0,985.25,985.25,985.25,985.25,0
2025-11-06,1484.0,1501.5999755859375,1476.199951171875,1496.0999755859375,16772678,1478.5999755859375,1483.0,1461.9000244140625,1466.699951171875,7944752,981.0,991.0499877929688,974.0,984.6500244140625,22279516
2025-11-07,1494.5999755859375,1498.4000244140625,1475.9000244140625,1478.0,7821765,1470.0,1480.9000244140625,1449.0999755859375,1476.800048828125,8765759,980.0,984.9000244140625,974.75,982.2999877929688,15004568
2025-11-10,1477.9000244140625,1501.0,1475.5,1489.300048828125,7068438,1490.0999755859375,1520.0,1490.0,1513.5,9787975,982.2999877929688,990.9500122070312,980.2000122070312,984.5,15988262
2025-11-11,1497.0,1498.800048828125,1480.199951171875,1493.4000244140625,7127506,1525.0,1533.4000244140625,1511.0999755859375,1530.300048828125,13692989,983.5,993.5,978.0,991.7000122070312,10200530
2025-11-12,1505.0,1524.699951171875,1500.0,1511.5,12384459,1540.0,1559.199951171875,1538.0999755859375,1551.699951171875,14635417,998.7999877929688,999.0,987.7000122070312,989.5,13137263
2025-11-13,1515.0,1522.0999755859375,1506.800048828125,1510.9000244140625,7196443,1557.0999755859375,1557.5,1530.300048828125,1541.800048828125,19655689,984.0,990.0999755859375,982.5999755859375,986.6500244140625,14124839
2025-11-14,1505.5,1520.9000244140625,1505.5,1518.9000244140625,7682823,1520.0,1530.0,1488.800048828125,1502.800048828125,9739549,976.0499877929688,991.6500244140625,976.0499877929688,989.5999755859375,21386965
2025-11-17,1520.9000244140625,1523.699951171875,1511.5,1518.300048828125,5871416,1496.0,1510.199951171875,1492.5,1507.5999755859375,7910354,991.25,997.9500122070312,985.5999755859375,996.5499877929688,18396408
2025-11-18,1521.699951171875,1527.800048828125,1510.5,1519.4000244140625,11045042,1506.0,1506.0,1483.199951171875,1486.4000244140625,7525119,997.6500244140625,999.0,990.0,992.4500122070312,20002640
2025-11-19,1517.4000244140625,1522.300048828125,1512.0,1518.9000244140625,5692366,1490.5,1543.0,1490.5,1541.0999755859375,10981126,990.0,996.5499877929688,984.0,994.5999755859375,19813847
2025-11-20,1530.0,1550.9000244140625,1526.699951171875,1549.0999755859375,18171724,1555.0,1555.0,1534.0,1536.5,7387584,995.2999877929688,1011.5999755859375,992.4500122070312,1008.8499755859375,19850865
2025-11-21,1541.0,1557.800048828125,1540.0999755859375,1546.5999755859375,9615271,1531.0,1551.5,1526.300048828125,1545.0,9186302,1003.0999755859375,1008.2999877929688,996.5499877929688,998.0499877929688,17499897
2025-11-24,1550.0,1550.0,1531.800048828125,1535.9000244140625,18433951,1563.5999755859375,1585.0,1541.0,1548.0,19270381,1000.0,1011.4500122070312,993.5999755859375,999.1500244140625,32204053
2025-11-25,1535.9000244140625,1559.5999755859375,1525.0999755859375,1539.699951171875,15033482,1549.0,1550.5999755859375,1525.9000244140625,1530.5999755859375,8107952,1004.0,1006.0999755859375,988.4000244140625,989.7999877929688,24989383
2025-11-26,1542.300048828125,1571.5999755859375,1540.5,1569.9000244140625,14054299,1532.0999755859375,1560.300048828125,1532.0999755859375,1557.9000244140625,7575038,981.2999877929688,1006.9500122070312,981.2999877929688,1003.9000244140625,19494356
2025-11-27,1575.0,1575.5,1556.0,1563.4000244140625,9794643,1564.0,1574.300048828125,1552.199951171875,1566.4000244140625,7552252,1002.0999755859375,1016.7999877929688,1001.0,1009.5,25536848
2025-11-28,1568.0,1581.300048828125,1563.0,1567.5,8959508,1565.0,1568.4000244140625,1557.0,1560.0999755859375,4453221,1007.0,1012.0499877929688,1004.2000122070312,1007.5999755859375,15988807
2025-12-01,1575.0,1577.5,1563.5999755859375,1566.0999755859375,8920233,1562.5,1574.0,1556.0,1564.0,5341800,1017.5,1017.5,999.2999877929688,1002.0999755859375,16746566
2025-12-02,1561.0999755859375,1567.5,1542.0,1546.300048828125,11389150,1567.0,1579.9000244140625,1556.0999755859375,1561.0,6335969,988.0,994.4000244140625,985.0,989.7999877929688,27316662
2025-12-03,1545.199951171875,1552.4000244140625,1533.0,1538.800048828125,6090883,1555.0999755859375,1586.0,1554.0999755859375,1578.699951171875,12895312,986.0,1002.2999877929688,986.0,1000.5,15448777
2025-12-04,1536.0,1560.5,1517.5999755859375,1535.5999755859375,11867930,1568.0,1599.0,1568.0,1597.5999755859375,12609619,1000.0,1004.7000122070312,993.0,997.2000122070312,14528169
2025-12-05,1530.4000244140625,1545.800048828125,1520.5999755859375,1540.5999755859375,10183266,1610.0,1631.800048828125,1600.0,1616.199951171875,10344725,992.0,1008.0,990.2000122070312,1003.2999877929688,12843366
2025-12-08,1539.199951171875,1551.0,1535.0,1543.0,11301491,1617.0999755859375,1630.0,1600.199951171875,1610.800048828125,7550413,1000.0,1006.5,997.5,1003.0999755859375,12901022
2025-12-09,1540.300048828125,1542.5,1520.0999755859375,1529.4000244140625,11503971,1601.199951171875,1606.9000244140625,1582.4000244140625,1599.0,6957599,994.9000244140625,1002.7999877929688,994.0,997.0999755859375,15294322
2025-12-10,1534.0,1547.5,1531.4000244140625,1536.9000244140625,7991629,1608.0,1608.0,1582.800048828125,1584.800048828125,5116140,997.5,998.5,985.2999877929688,989.7999877929688,15322830
2025-12-11,1536.9000244140625,1550.0,1524.0,1545.0,4706197,1598.0,1607.4000244140625,1580.5,1598.0,5159319,990.0,1002.7000122070312,988.5,1000.2999877929688,11844809
2025-12-12,1550.800048828125,1559.800048828125,1546.0999755859375,1556.5,5106655,1601.4000244140625,1601.800048828125,1582.5999755859375,1598.199951171875,4633912,1003.0,1004.7000122070312,998.2000122070312,1001.5,11988618
2025-12-15,1551.199951171875,1558.5999755859375,1546.5,1556.199951171875,5774543,1585.0,1610.800048828125,1585.0,1606.800048828125,4190558,992.0,1001.7999877929688,992.0,996.0999755859375,9790060
2025-12-16,1545.0,1551.699951171875,1538.800048828125,1542.300048828125,11731856,1600.0,1603.0,1585.5999755859375,1592.9000244140625,5499258,990.0999755859375,998.7000122070312,990.0999755859375,994.2999877929688,20049088
2025-12-17,1550.0,1550.0,1539.300048828125,1544.4000244140625,7116649,1587.199951171875,1606.9000244140625,1586.0,1602.0,4817628,996.0,996.0,980.7999877929688,984.0,19080922
2025-12-18,1535.199951171875,1551.5,1535.199951171875,1544.4000244140625,6580829,1610.5,1630.0,1606.699951171875,1626.800048828125,6577293,973.2999877929688,987.4000244140625,973.2999877929688,979.7000122070312,14912404
2025-12-19,1554.4000244140625,1574.199951171875,1551.0,1565.0999755859375,13937275,1650.0,1654.9000244140625,1629.800048828125,1638.699951171875,13149023,987.0,988.0,978.7000122070312,985.5,25952384
2025-12-22,1573.5,1577.5,1565.300048828125,1575.4000244140625,10184852,1664.0,1693.199951171875,1664.0,1689.5999755859375,23098923,988.0,992.9000244140625,983.9000244140625,987.7000122070312,13540411
2025-12-23,1580.9000244140625,1580.9000244140625,1568.0999755859375,1570.699951171875,7506564,1679.0,1679.0,1656.4000244140625,1668.300048828125,6593060,990.5,998.9000244140625,987.7000122070312,996.5999755859375,17927849
2025-12-24,1572.699951171875,1575.699951171875,1553.5999755859375,1558.199951171875,8815745,1661.0,1667.5999755859375,1652.5,1663.4000244140625,4271167,993.0,999.4000244140625,993.0,997.2000122070312,13699996
2025-12-25,1558.199951171875,1558.199951171875,1558.199951171875,1558.199951171875,0,1663.4000244140625,1663.4000244140625,1663.4000244140625,1663.4000244140625,0,997.2000122070312,997.2000122070312,997.2000122070312,997.2000122070312,0
2025-12-26,1554.699951171875,1561.0,1554.300048828125,1559.199951171875,2311495,1663.4000244140625,1668.800048828125,1651.699951171875,1656.0999755859375,2006491,996.0,997.2000122070312,987.7000122070312,992.0999755859375,9360853
2025-12-29,1554.9000244140625,1558.0999755859375,1543.5999755859375,1545.5999755859375,5972105,1658.0,1673.0999755859375,1637.0999755859375,1644.699951171875,4062817,993.0999755859375,997.4000244140625,987.2000122070312,991.7000122070312,13545749
2025-12-30,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815884,1647.0,1647.9000244140625,1616.800048828125,1621.5999755859375,9395937,990.2000122070312,995.0,982.2000122070312,990.9000244140625,33155849
2025-12-31,1541.0,1577.0,1541.0,1570.4000244140625,5771830,1621.0,1628.5999755859375,1609.199951171875,1615.4000244140625,6538656,991.0,997.5999755859375,987.5999755859375,991.2000122070312,10963454
2026-01-01,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6408128,1615.4000244140625,1639.5999755859375,1614.0999755859375,1629.800048828125,3658165,993.5,997.5499877929688,989.5,991.1500244140625,7132074
2026-01-02,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6602230,1635.9000244140625,1643.5,1627.5,1640.4000244140625,2524526,991.1500244140625,1003.2000122070312,988.7999877929688,1001.5999755859375,11751459
2026-01-05,1593.0,1611.800048828125,1575.300048828125,1578.0999755859375,8704973,1637.0,1637.0,1583.0999755859375,1606.4000244140625,5917885,1005.75,1006.4000244140625,976.2999877929688,977.5,27647379
2026-01-06,1569.0,1569.0,1496.300048828125,1507.5999755859375,27417125,1600.0999755859375,1619.9000244140625,1599.0,1612.199951171875,4466729,962.7000122070312,966.7000122070312,956.0,962.2000122070312,31988783
2026-01-07,1510.0,1520.0,1498.0,1504.199951171875,11199340,1615.0,1642.0,1615.0,1639.0,4508079,956.0,956.4500122070312,946.0,949.0499877929688,52884712
2026-01-08,1500.0,1503.9000244140625,1468.800048828125,1470.5999755859375,16518684,1638.9000244140625,1644.300048828125,1608.5999755859375,1613.300048828125,3942131,944.7000122070312,953.0,941.4000244140625,946.7000122070312,21928849
2026-01-09,1465.0,1479.9000244140625,1465.0,1475.300048828125,8335311,1610.0,1631.300048828125,1607.0,1614.0999755859375,6816681,945.0,950.5999755859375,933.2999877929688,939.0,38183839
2026-01-12,1475.300048828125,1485.300048828125,1451.0,1483.199951171875,8883745,1610.0999755859375,1613.300048828125,1592.5999755859375,1595.9000244140625,6985362,937.5,942.0,929.5999755859375,936.9500122070312,21071666
2026-01-13,1485.0,1485.800048828125,1444.699951171875,1452.800048828125,13499760,1618.0,1618.0,1586.4000244140625,1599.0,8080618,947.7000122070312,947.7000122070312,932.5999755859375,937.3499755859375,32042827
2026-01-14,1444.0,1467.0,1440.199951171875,1458.800048828125,8321764,1588.0,1617.0,1583.0999755859375,1599.800048828125,7557157,930.0,940.0499877929688,920.2000122070312,925.4500122070312,36688248
2026-01-15,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0,1599.800048828125,1599.800048828125,1599.800048828125,1599.800048828125,0,925.4500122070312,925.4500122070312,925.4500122070312,925.4500122070312,0
2026-01-16,1458.800048828125,1480.0,1455.0999755859375,1457.9000244140625,17167161,1663.699951171875,1694.0,1653.4000244140625,1689.800048828125,19335957,922.0,935.9500122070312,919.2000122070312,931.0999755859375,37780235
2026-01-19,1450.5999755859375,1450.5999755859375,1403.300048828125,1413.5999755859375,20392765,1685.0,1685.0,1666.5,1681.199951171875,5104958,935.9000244140625,936.1500244140625,919.5,927.9000244140625,38191942
2026-01-20,1410.699951171875,1416.0,1390.0,1394.0,13189498,1673.0,1680.199951171875,1652.9000244140625,1658.9000244140625,6406503,929.2999877929688,934.5,919.5999755859375,931.2000122070312,36022727
2026-01-21,1389.5,1412.9000244140625,1373.0,1404.5999755859375,17352720,1651.0,1657.0,1631.199951171875,1654.4000244140625,6224582,925.0,932.1500244140625,915.5,920.3499755859375,32766854
2026-01-22,1410.0999755859375,1419.5,1395.0,1402.5,15721693,1666.0,1671.199951171875,1653.800048828125,1663.5,6228892,928.0,928.2999877929688,913.2000122070312,918.7000122070312,44444755
2026-01-23,1401.800048828125,1407.0,1381.0,1386.0999755859375,9837802,1667.199951171875,1675.699951171875,1662.199951171875,1670.800048828125,5869137,920.0,926.0999755859375,909.25,916.0999755859375,30985247
