,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2024-07-29,4180.213339815366,4195.362470831685,4138.553229520491,4148.1162109375,1746803,1500.8414953005092,1516.2772962786503,1500.6678537480493,1508.931640625,7538550
2024-07-30,4157.584736158652,4164.117706946695,4097.177294216961,4133.2041015625,1797906,1505.8793670988641,1513.7957501477324,1498.9059558839842,1502.0328369140625,8228208
2024-07-31,4118.670902108038,4179.267439518362,4113.936797622856,4152.14111328125,2330091,1492.9499231376883,1499.3524857083617,1490.1208866802617,1494.364501953125,10057346
2024-08-01,4165.443616342355,4184.285259071731,4132.920227203137,4163.26611328125,2202244,1500.8913109431162,1506.8472288436842,1493.2479314401046,1504.1671142578125,10764222
2024-08-02,4132.872913485503,4164.11800080395,4042.9249348414887,4055.28076171875,2811282,1493.9426800961044,1498.2358556077295,1482.303848567256,1488.309326171875,10268248
2024-08-05,4013.5736879846177,4013.5736879846177,3891.907205581687,3934.087890625,2787771,1469.126390399314,1472.997761203301,1422.7198642160924,1436.69140625,17046704
2024-08-06,3949.142201061965,4031.799467797811,3939.531600575893,3949.37890625,2203067,1444.4588830824964,1466.6446510309138,1440.6619130584993,1445.352294921875,10236186
2024-08-07,4003.1587050867174,4019.207504026678,3957.995163908957,3977.073974609375,1237666,1458.2071184913539,1461.6814036613468,1450.7622216985117,1454.062744140625,8174568
2024-08-08,3958.6580478204482,4006.945912072743,3938.7748095989155,3950.6572265625,2441283,1446.8164580997684,1454.2365143735713,1435.3017085687702,1438.4781494140625,12387192
2024-08-09,3992.74326394149,4027.44415336694,3981.901980990388,4003.868408203125,1302536,1449.2732763644294,1465.6520496932055,1445.3026646483625,1463.46826171875,6249776
2024-08-12,4005.051951129163,4013.5733382592252,3963.7233160113306,3972.528564453125,936912,1459.199797918004,1462.1777566892652,1447.0397996020206,1449.8936767578125,8184584
2024-08-13,3988.956544779889,4008.8397841438527,3960.5519171170845,3973.76025390625,1495593,1450.0178268110735,1459.2742672925806,1447.28803114191,1452.8717041015625,6265064
2024-08-14,3985.168737449799,4077.1999039105713,3965.42743135513,4066.83203125,3226545,1452.7972017764512,1461.1850703208015,1443.0194737625147,1451.109619140625,6267466
2024-08-16,4118.670675923561,4191.575880991633,4095.0949293450403,4181.2080078125,3457058,1457.8598362701878,1469.5235088888628,1447.3377388233519,1467.339599609375,9416902
2024-08-19,4185.894466979573,4255.249085777639,4156.874503931808,4251.22509765625,2055210,1476.6025720306277,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742
2024-08-20,4265.428244901237,4322.23750010525,4260.694140300903,4282.7548828125,2212298,1491.268975771349,1497.9423959482733,1484.0976661921165,1489.9990234375,8411808
2024-08-21,4277.737064489385,4317.503544504559,4253.640286316128,4309.45556640625,1896990,1487.30978907883,1501.8766102174725,1484.072717714687,1492.7132568359375,7769996
2024-08-22,4317.503505386495,4318.403170209416,4258.04333501898,4262.587890625,1829872,1497.0210123494212,1500.5070892244864,1484.720165407205,1492.1654052734375,10445782
2024-08-23,4260.6939984141445,4266.374923745363,4218.087058430003,4226.513671875,1809253,1497.768063961028,1505.3128818837536,1492.4642955105633,1494.008056640625,9249654
2024-08-26,4250.278746663329,4310.0703901887255,4246.491463306979,4263.013671875,1844164,1500.9802618699923,1516.941539085057,1497.021098650585,1506.5828857421875,8816114
2024-08-27,4265.427753015881,4270.161857070282,4248.195429331919,4257.9951171875,930697,1504.4912711730515,1507.4544123852302,1493.485179145279,1494.481201171875,6251156
2024-08-28,4259.510755261752,4319.870590915642,4220.264841898864,4266.42236328125,1848058,1499.0131426615155,1501.4782728482842,1487.0608784010915,1492.33984375,9610286
2024-08-29,4222.821074859477,4313.715878264525,4222.821074859477,4271.8662109375,2133641,1497.1205913811584,1530.885760314005,1488.0568158159556,1514.874755859375,38335358
2024-08-30,4260.693828489569,4348.038051973605,4249.14242918416,4311.58544921875,3637222,1527.89778785993,1533.599989641746,1497.3447635789732,1503.6197509765625,41620730
2024-09-02,4332.651517478462,4344.013365863458,4272.054992758483,4280.62353515625,1216500,1504.8647654458696,1520.7264647058682,1500.6316718721823,1510.2183837890625,11240852
2024-09-03,4280.623781915076,4313.620577631577,4256.811332431798,4272.38671875,1717263,1515.1984708784905,1516.941509382377,1501.5031683479538,1503.1217041015625,10923800
2024-09-04,4238.870348246334,4248.385714117528,4200.760804008931,4241.0478515625,1265505,1494.7301447200666,1511.4633627071519,1493.534966971581,1508.525146484375,11983304
2024-09-05,4242.704111797141,4259.746886626945,4217.281880213047,4237.9228515625,1688793,1513.0072347057646,1519.7054581926027,1481.1345314015284,1487.035888671875,16264168
2024-09-06,4236.029645395859,4278.6365868505345,4203.8848901946485,4219.744140625,1649179,1486.5627588054047,1491.0448575756723,1455.8105811316245,1458.997802734375,19394228
2024-09-09,4218.0871166522065,4251.462553433798,4194.890004562873,4212.9267578125,1184938,1460.666261949736,1464.07768593117,1449.809597840599,1456.63232421875,9010298
2024-09-10,4206.204954860188,4298.519998376398,4204.311312941907,4268.126953125,1385591,1454.6901127162012,1466.1942153054945,1451.7766997689328,1455.7110595703125,10768260
2024-09-11,4281.002847436805,4307.419053790383,4233.472261056025,4241.1416015625,1325919,1457.2300550346945,1462.9073318760024,1441.7917138302157,1445.7259521484375,9760202
2024-09-12,4270.398636628928,4291.5601745835365,4195.6469473824145,4277.45263671875,2742216,1451.2039809867947,1480.088617533546,1440.1232367942907,1473.913330078125,22349376
2024-09-13,4289.098667337487,4305.194622601226,4265.428144890812,4282.09228515625,1458786,1470.5268529366479,1477.2500011980833,1463.6542770635715,1466.766845703125,8711328
2024-09-16,4286.258044672285,4304.2947971775275,4255.43921052289,4273.2392578125,1155120,1471.6723576050656,1475.0090069946318,1458.9232273463058,1465.4969482421875,5481774
2024-09-17,4273.239877374013,4294.5905059936595,4228.502585133184,4266.0439453125,1699364,1468.1364260685732,1471.5975781970765,1460.790763828237,1466.4432373046875,5935328
2024-09-18,4257.901071253871,4257.901071253871,4091.213423900801,4115.02587890625,2961779,1464.1522884024148,1476.10455198121,1454.7399294679985,1457.6282958984375,8574714
2024-09-19,4156.590213092944,4187.0308697971805,4054.096867781264,4067.683837890625,2927551,1460.4171894563083,1470.6264144806405,1449.7598031867433,1463.82861328125,16955902
2024-09-20,4087.330983142617,4100.397388735434,4002.685288545634,4057.03271484375,5447908,1468.136427109257,1489.0528890965668,1465.5218693608433,1480.0140380859375,30897320
2024-09-23,4071.3297402117255,4080.229763925027,4026.8291593303416,4041.5048828125,1702319,1485.0687739665293,1495.5270047691104,1483.026880271187,1487.434326171875,8832314
2024-09-24,4025.5503382140823,4062.807827087179,4014.5199689698525,4044.1552734375,3012026,1482.5786761041754,1494.530939532627,1481.9561623839436,1483.4501953125,17137444
2024-09-25,4026.2131833235376,4061.482255162534,4014.5198549622787,4047.421875,2713073,1477.9970102640052,1490.5468626388433,1474.3116560624171,1488.0069580078125,7069002
2024-09-26,4033.456595579135,4087.235831927587,4033.456595579135,4064.228271484375,3964251,1484.7202013028073,1498.017070530802,1482.1305684499498,1491.9910888671875,18818998
2024-09-27,4104.468587471434,4145.181886032281,4071.37701220358,4079.5673828125,3012477,1493.0369361114394,1527.3747692811157,1486.0647823070499,1520.1038818359375,20597478
2024-09-30,4058.926294354151,4070.1462141244547,4033.504061536598,4041.5048828125,2503416,1513.3558880158446,1518.9086621673466,1468.5348969230117,1470.701171875,27008814
2024-10-01,4029.24305749041,4067.3054384533193,4017.313485300845,4059.872802734375,1823365,1474.7599230273088,1482.0308103038055,1457.0057588364782,1458.997802734375,16431642
2024-10-03,4035.9187010687683,4051.4464707512293,3986.1158312368952,4007.656005859375,3350119,1430.8602791168494,1443.634334423912,1396.4975195620746,1401.3780517578125,37757294
2024-10-04,4000.31754357298,4069.435456160158,3999.417878962704,4026.118408203125,2965463,1398.34020617394,1411.711728297617,1376.2782950115372,1381.0093994140625,37072876
2024-10-07,4046.6175121163583,4068.7258712834955,4004.483984564525,4045.62353515625,1472619,1387.9566419173104,1390.9447078848398,1355.9594355150189,1365.272216796875,22181340
2024-10-08,4045.3869945057163,4051.825191579924,3980.3878333935318,4027.06591796875,1541867,1367.513224520688,1395.4267642320656,1359.669551595401,1391.791259765625,17020808
2024-10-09,4033.457129138987,4066.5958614206456,4020.8645957979184,4026.7822265625,1082504,1391.9656892391695,1395.4019165531051,1367.0402140253339,1369.1318359375,14310610
2024-10-10,4027.065743241721,4065.506761861307,3975.322076727874,4002.59033203125,2378875,1374.5352199766685,1380.4864268287754,1363.9774115920343,1365.595947265625,22358646
2024-10-11,3922.6790858954605,4016.367201197805,3893.753891609714,3928.549560546875,5759183,1364.5501018082973,1377.7723178051706,1363.3797273571677,1366.6417236328125,7980122
2024-10-14,3919.8382019814067,3943.8873583904956,3902.984976280472,3916.666259765625,2137590,1373.962442591221,1374.5849563155427,1362.8070452852592,1367.0650634765625,12221432
2024-10-15,3911.3637780765134,3948.1954760800095,3877.2310740598678,3897.87158203125,2759474,1353.1207855156183,1366.243302159234,1335.3666207605413,1338.678466796875,33762794
2024-10-16,3867.7635041374742,3896.168132074836,3850.910045329815,3877.184326171875,2359151,1334.6695151768993,1358.5740438069333,1332.3039628645522,1348.6884765625,20034438
2024-10-17,3894.0845506582914,3910.3228978529323,3875.2902957519555,3890.48681640625,2522659,1360.2671814831224,1363.0062419523483,1346.6715786036464,1351.0291748046875,15543660
2024-10-18,3881.944889664929,3935.2384902660306,3872.4535818662375,3913.3134765625,2361000,1346.796043723323,1362.9814005892638,1335.9891081789099,1353.8927001953125,12082452
2024-10-21,3922.3776803062365,3929.3538837407996,3862.9620049373275,3872.31103515625,1595450,1361.686598848784,1368.5342502099143,1352.3239675798945,1363.7532958984375,14067408
2024-10-22,3859.1654759681237,3881.75483326371,3802.5499216715493,3811.234375,1928049,1363.7532474009167,1370.5262455038624,1334.8935348257999,1338.006103515625,15831960
2024-10-23,3796.143361546141,3904.2965301967497,3791.919544419266,3859.40283203125,1966476,1332.1793705575924,1352.0748848775756,1329.689315659354,1333.2003173828125,17214742
2024-10-24,3800.319338767848,3871.504141566946,3800.319338767848,3841.986083984375,2676744,1329.9633130042932,1338.3547254831988,1317.8616212723593,1334.4703369140625,22155934
2024-10-25,3850.6706983285853,3883.842769480241,3827.5592734218494,3851.145263671875,1759676,1338.1555171764887,1339.002111534351,1316.7410448137834,1322.5677490234375,18597496
2024-10-28,3861.9653632236445,3923.7063623671393,3844.928513292037,3882.75146484375,1532534,1331.6813526124565,1347.6177038778262,1316.8406011796387,1329.0418701171875,10824350
2024-10-29,3887.497254393904,3894.7580119042254,3853.5658302619245,3867.945068359375,1445885,1322.8167478889227,1337.856655249044,1315.0478495098762,1334.66943359375,12008361
2024-10-30,3867.7076804676617,3898.079863479923,3853.518222560894,3876.86669921875,1935002,1329.6893351932274,1344.62966480214,1320.0776988278842,1338.553955078125,11984423
2024-10-31,3862.9619045386735,3870.839735602275,3758.5575287403312,3766.57763671875,3740372,1334.6694245700712,1337.6574904459744,1320.8745447599274,1326.7510986328125,9331650
2024-11-01,3786.889338989994,3795.5262896074955,3773.791288560614,3781.526611328125,154895,1327.7471304089104,1336.6116286385318,1327.6972806767253,1333.3248291015625,2127335
2024-11-04,3764.5371079100955,3788.834714578836,3714.1856783834955,3762.496337890625,2269192,1332.5280301195805,1334.6695017714562,1279.9878687625326,1296.9700927734375,19796890
2024-11-05,3740.61911840681,3783.234994421101,3740.61911840681,3769.330322265625,967590,1287.8564249120313,1304.3406373759979,1281.0336986406933,1300.1075439453125,16267479
2024-11-06,3799.9398000465167,3938.7024316660963,3773.031851752117,3929.06884765625,3792017,1304.7888451117578,1323.0160966964434,1295.0277806900112,1320.0777587890625,21625209
2024-11-07,3957.5905174928102,3991.8537654616457,3877.246463642715,3939.74658203125,3724349,1318.7331565363688,1318.7331565363688,1297.4182609581876,1300.4561767578125,9611974
2024-11-08,3943.637967299403,3957.6376448006463,3908.187843785678,3936.044921875,1648039,1292.4879180085577,1296.4720058402277,1269.9279963447846,1278.6431884765625,19814406
2024-11-11,3918.2017604204366,4018.9041625726113,3908.188152909336,3985.115478515625,1406487,1273.8622221377802,1280.884225507143,1261.9598084895413,1267.6370849609375,9056552
2024-11-12,4001.534781984057,4003.4330432658335,3952.512277070728,3983.880859375,1587640,1270.4759075040322,1284.1712099692156,1262.4578817905294,1269.1810302734375,10671091
2024-11-13,3965.5632315109633,3983.264427096759,3920.9063521955636,3939.224853515625,1098813,1265.196886863478,1270.3761523895544,1244.5294313213271,1247.0693359375,14633633
2024-11-14,3924.6555443578186,3948.383812461554,3907.0493548019417,3935.0009765625,1825432,1248.613186761178,1267.537605244334,1246.1231316976048,1262.5574951171875,12612633
2024-11-18,3998.6875479838523,3998.6875479838523,3787.221186498161,3815.03076171875,3313944,1262.55746761959,1267.8364328732807,1238.951794764919,1255.7347412109375,13620611
2024-11-19,3815.4104775297365,3921.9504005395133,3809.9057047468586,3834.06103515625,1776233,1255.734688515481,1276.4021442257297,1230.236550606767,1236.710693359375,14183746
2024-11-21,3839.1386042394874,3884.2698145282143,3819.3018656674813,3865.6669921875,2384347,1236.7107220331202,1239.0014996478671,1212.407761281373,1218.1348876953125,19433843
2024-11-22,3863.910997095229,4038.5037710047804,3847.7757755401767,4028.68017578125,3096553,1224.509420421979,1263.8024380613526,1217.586994857739,1260.3662109375,20471957
2024-11-25,4062.2789294271743,4107.932203542215,4035.8932843747857,4095.593505859375,4052167,1284.868314871977,1299.260783408558,1277.3483005192684,1281.8802490234375,28923341
2024-11-26,4101.241378290607,4144.474563456407,4090.7536685314544,4131.28173828125,2060669,1289.7986377983043,1292.687125909721,1279.0914013187908,1290.545654296875,9247557
2024-11-27,4137.2131813248125,4154.724363536381,4104.088151292946,4112.15576171875,1558993,1288.3543972122054,1298.6632001168684,1280.8842325588682,1288.0555419921875,9572746
2024-11-28,4099.295273395061,4119.179745870457,4017.670037573812,4028.964599609375,2558544,1284.818474176107,1291.442044503892,1264.0017125526565,1265.7447509765625,15027412
2024-11-29,4005.3315815871606,4080.0283535687327,3982.220156194433,4053.594970703125,2017425,1274.9081506356404,1294.3305794929802,1270.177046170391,1287.0595703125,13202307
2024-12-02,4052.7884705955157,4070.0628363390956,4014.8705101832115,4059.10009765625,1670944,1282.876370557777,1306.133460567327,1271.9699779978703,1303.9422607421875,11024152
2024-12-03,4094.882078988639,4104.990228133534,4048.469681005338,4083.8720703125,2010905,1311.7609017834461,1321.5219654799555,1301.8006823317874,1318.035888671875,16869482
2024-12-04,4094.122934068909,4163.789504813234,4070.8692297125376,4132.89501953125,3302642,1320.7251432865569,1323.1156203515295,1298.8625094957517,1303.742919921875,19608540
2024-12-05,4176.934278953506,4260.647793669346,4138.209931031042,4236.966796875,3746747,1309.1214514378748,1324.6593698468237,1300.9541199209712,1316.7908935546875,16858723
2024-12-06,4226.479320621802,4237.868889866684,4188.276807112925,4219.36083984375,1842087,1318.6334884089777,1318.6334884089777,1304.7887589399247,1306.3326416015625,9037514
2024-12-09,4205.07650413352,4242.0448686697655,4190.934085246633,4225.67236328125,2066639,1297.8166732313093,1309.7689372979064,1287.9560310594236,1289.9979248046875,14650002
2024-12-10,4200.994504227562,4265.203099559396,4187.659404066042,4207.06884765625,2087828,1284.121290398709,1289.7488386952925,1275.107243177966,1279.73876953125,16043729
2024-12-11,4206.404597631399,4222.349806544079,4182.818609222603,4202.228515625,1635256,1279.8882324099652,1284.8683422637005,1270.9738844056644,1273.115234375,11724373
2024-12-12,4204.696352489294,4256.851270827812,4200.852558457947,4228.330078125,1914642,1264.9479526569407,1273.1152845047754,1255.5853214463157,1257.876220703125,20906813
2024-12-13,4209.347553772588,4266.247663475759,4170.8600242636485,4246.31591796875,1967048,1254.9877622795104,1270.1272485556606,1234.6688884780408,1267.78662109375,28630222
2024-12-16,4232.173296926788,4247.359386352853,4173.327200400781,4190.6015625,1646224,1269.9280595585296,1275.904191603511,1261.511722229068,1263.2547607421875,9486781
2024-12-17,4185.666159565598,4207.44889332409,4098.346139910261,4108.31201171875,3225027,1256.033537225462,1258.8721754853295,1237.8561365143116,1240.34619140625,17462791
2024-12-18,4092.3677229655736,4140.108819945921,4071.39183822731,4126.6787109375,1575404,1235.714673937889,1254.9378248920182,1235.714673937889,1248.2645263671875,12670179
2024-12-19,4064.177621267067,4142.006337975124,4045.1950074358338,4054.59130859375,3015763,1234.0712121990753,1239.947766097918,1224.1109925687356,1225.55517578125,14244653
2024-12-20,4108.786899056221,4159.090827365295,3941.265326479778,3958.15966796875,4116989,1219.1309339507777,1234.5692750261348,1196.7204388413884,1200.50537109375,20312896
2024-12-23,3986.3959798160035,4002.4839296244636,3905.577598089669,3946.769775390625,2195338,1210.1667348774333,1222.3181546925216,1208.3738466363206,1217.437744140625,10052824
2024-12-24,3946.77033195685,4003.43362482616,3946.77033195685,3966.89208984375,1181886,1217.4377030050357,1228.6429501715868,1216.1428258096823,1217.8858642578125,6734917
2024-12-26,3966.8918629397335,3986.3017716323247,3932.390868416551,3957.02099609375,1208464,1219.3798917928577,1222.8161189414398,1209.4196721335327,1211.7105712890625,10016178
2024-12-27,3951.2313201079583,3968.26840248144,3936.282510765729,3952.9873046875,858100,1213.4536884394554,1223.0154756156849,1212.1588111658666,1216.1927490234375,7000397
2024-12-30,3939.841838395195,3985.6846693501766,3902.8257382512747,3947.244873046875,1527169,1211.5611874241417,1218.3340640862093,1203.294156174512,1205.8837890625,8818766
2024-12-31,3924.655496583325,3929.353878987766,3826.9425360658684,3886.50048828125,1555429,1203.1945530395503,1214.2503727116298,1201.3519366916562,1210.6148681640625,6405475
2025-01-01,3886.120355483683,3923.7060210883064,3877.625682696665,3903.25244140625,763161,1210.0172807004092,1221.4218053468785,1206.7802092584152,1216.391845703125,5892590
2025-01-02,3910.4184830195177,3970.2137171045247,3888.541205767093,3963.33251953125,1720835,1216.3918076943417,1239.4994683243335,1215.1467802555553,1236.860107421875,15486276
2025-01-03,3967.3190100554248,3967.3190100554248,3884.127566106747,3891.3408203125,1791953,1238.9518139936486,1257.0296379589822,1230.5852047154665,1246.1729736328125,15521102
2025-01-06,3896.656302584134,3938.560332599053,3859.545197490021,3886.6904296875,2085593,1248.961727102304,1256.9797527645217,1210.1667191829588,1213.15478515625,14816766
2025-01-07,3905.6253667734477,3929.7331926762554,3807.48511819948,3823.383056640625,2669054,1217.1388288273843,1239.5493228115217,1216.3918123612464,1235.913818359375,10070505
2025-01-08,3829.6471015423167,3916.112994968031,3813.3696038615626,3899.408203125,2181277,1244.0314575822304,1265.9937909556584,1240.395953024955,1260.4658203125,19346579
2025-01-09,3892.3851104960186,3927.2656647049257,3820.535960823577,3833.396728515625,2392472,1261.9598138402198,1264.6988742096441,1243.0852464738894,1249.758544921875,12794704
2025-01-10,3986.3488434305154,4078.4145191002203,3957.874923120298,4048.6591796875,7894300,1248.8621307808614,1251.750618829338,1231.0831628192257,1236.959716796875,8120332
2025-01-13,4029.059922352462,4103.044847646488,4012.355128925775,4072.81494140625,4003771,1225.1070543419412,1240.2963897717905,1221.5213994754447,1234.9178466796875,13764861
2025-01-14,4083.160276521042,4094.4548391766625,4004.4296994802094,4017.717529296875,3441709,1239.1509590647415,1248.3641626627486,1222.3680125031533,1233.822265625,13095266
2025-01-15,4003.43315943906,4039.9274190172896,3993.420016264204,4033.42578125,1653474,1239.9974688456068,1251.9995818882041,1236.90982514039,1247.2186279296875,9578856
2025-01-16,4043.2968742708517,4075.567318807286,3978.613708278282,3992.328369140625,2637705,1253.8920943102864,1269.9280238633037,1246.3223515830243,1261.4119873046875,14117603
2025-01-17,4020.939449433567,4021.616254890533,3963.0886298542596,3986.528564453125,1761466,1316.9900509904955,1320.7251333812799,1279.888232575373,1297.169189453125,29366277
2025-01-20,4007.3105183689017,4007.3105183689017,3932.2063483825796,3941.582275390625,1287799,1310.764916385877,1310.764916385877,1295.0775703121099,1300.2568359375,14040244
